place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at,observed_outcome_score,observed_outcome_confidence,observed_outcome_tier,labeling_version
osm_2090601780,Barista Lavazza,cafe,openstreetmap,27.718423,85.3189324,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,5.0,0.0,226.13,3.0,223.85,6.0,1.0,22.48,1.0,230.11,3.0,114.82,6,0,575,3.3712,3.2,6.6,10.0,6.1554,9.3538,enriched,True,13,1,22.48,6,0,230.11,0,0,844.38,14,4,35.79,4052.08,8,2026-03-23T08:50:30.648265+00:00,34.2059,0.6691,low_outcome,observed_outcome_v1
osm_9950476919,Basana Cafe & Bar,cafe,openstreetmap,27.7181501,85.3191252,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,4.0,0.0,242.02,3.0,244.23,6.0,1.0,13.34,1.0,265.77,3.0,150.45,7,0,575,3.7212,2.97,6.6,10.0,6.0864,9.3538,enriched,True,14,1,13.34,6,0,265.77,0,0,826.2,14,3,35.79,4034.9,8,2026-03-23T08:50:30.648265+00:00,34.8975,0.6744,low_outcome,observed_outcome_v1
osm_11029627205,Cafe kunz,cafe,openstreetmap,27.7256094,85.3241388,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,13.0,6.0,0.0,247.19,1.0,346.93,10.0,4.0,72.28,1.0,245.07,1.0,346.93,8,2,4175,5.3674,0.59,7.2,8.78,5.5824,9.3538,enriched,True,18,6,72.28,10,3,79.58,0,0,981.3,11,4,115.59,4436.21,8,2026-03-23T08:50:30.648265+00:00,42.0968,0.7405,medium_outcome,observed_outcome_v1
osm_11359766597,Coffee Escape,cafe,openstreetmap,27.7185096,85.3176548,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,0.0,237.98,3.0,145.01,6.0,1.0,140.14,1.0,197.17,3.0,41.85,6,0,2525,3.6669,4.12,9.1,10.0,7.3064,9.3538,enriched,True,14,1,140.14,7,2,197.01,0,0,805.6,14,6,34.09,4077.27,8,2026-03-23T08:50:30.648265+00:00,40.9432,0.7045,medium_outcome,observed_outcome_v1
osm_13350370101,Ek Cup Chiya,cafe,openstreetmap,27.7230937,85.3199703,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,12.0,2.0,0.0,325.64,1.0,463.07,5.0,0.0,265.84,1.0,375.2,1.0,463.07,4,0,705,2.7119,0.14,2.2,8.14,3.6974,9.3538,enriched,True,10,0,265.84,9,2,128.95,0,0,688.3,11,1,180.41,4314.13,8,2026-03-23T08:50:30.648265+00:00,30.9026,0.6635,low_outcome,observed_outcome_v1
osm_11363990194,Filli cafe,cafe,openstreetmap,27.721161,85.3201245,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,6.0,0.0,239.31,2.0,354.69,8.0,1.0,100.55,1.0,241.97,2.0,285.62,8,1,430,4.4632,1.12,6.9,10.0,5.6364,9.3538,enriched,True,17,3,100.55,9,1,80.46,0,0,840.65,14,5,35.12,4191.21,8,2026-03-23T08:50:30.648265+00:00,34.9092,0.6794,low_outcome,observed_outcome_v1
osm_2090732553,Peace Corner Food Cafe,cafe,openstreetmap,27.7174037,85.3251821,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,14.0,6.0,0.0,223.56,4.0,310.4,9.0,1.0,164.59,2.0,202.52,0.0,500.0,11,1,2156,5.8353,0.91,7.0,9.41,5.6084,9.3538,enriched,True,20,2,164.59,10,0,202.52,0,0,1181.08,13,5,41.32,3952.93,8,2026-03-23T08:50:30.648265+00:00,41.945,0.7337,medium_outcome,observed_outcome_v1
osm_2006116226,Tifin Home,cafe,openstreetmap,27.7175696,85.3289324,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,21.0,6.0,0.0,286.2,14.0,337.49,12.0,0.0,215.95,3.0,155.14,1.0,158.92,10,0,4125,5.165,2.86,6.6,10.0,6.0534,9.3538,enriched,True,22,0,212.9,20,3,87.83,0,0,1512.22,20,5,49.98,3972.36,8,2026-03-23T08:50:30.648265+00:00,42.7604,0.7372,medium_outcome,observed_outcome_v1
osm_2297964894,Unknown Cafe,cafe,openstreetmap,27.719572,85.3204067,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,16.0,6.0,0.0,246.77,2.0,275.58,7.0,2.0,182.49,1.0,260.48,2.0,219.7,7,2,350,4.5222,1.74,6.6,10.0,5.7174,9.3538,enriched,True,15,5,163.72,9,0,255.86,0,0,993.02,15,5,147.26,4095.58,8,2026-03-23T08:50:30.648265+00:00,34.7639,0.676,low_outcome,observed_outcome_v1
osm_4418021591,Unknown Cafe,cafe,openstreetmap,27.7188053,85.3175635,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,0.0,232.93,4.0,238.31,6.0,1.0,158.67,1.0,165.99,4.0,69.21,6,0,2525,3.6669,3.35,9.4,10.0,7.1804,9.3538,enriched,True,14,1,158.67,8,2,165.99,0,0,834.28,14,6,34.09,4095.15,8,2026-03-23T08:50:30.648265+00:00,40.6763,0.7045,medium_outcome,observed_outcome_v1
osm_4646679991,Unknown Cafe,cafe,openstreetmap,27.7214768,85.3201219,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,14.0,6.0,0.0,239.17,2.0,382.08,9.0,1.0,118.6,1.0,258.1,2.0,312.69,8,1,430,4.4632,0.91,7.2,9.41,5.6784,9.3538,enriched,True,18,3,118.6,9,1,46.63,0,0,815.39,13,5,35.12,4210.39,8,2026-03-23T08:50:30.648265+00:00,34.9865,0.6794,low_outcome,observed_outcome_v1
osm_5121130135,Unknown Cafe,cafe,openstreetmap,27.7174416,85.3261294,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,17.0,8.0,0.0,251.61,9.0,375.17,10.0,1.0,78.71,3.0,218.26,1.0,421.43,11,1,2516,5.8662,1.56,8.0,10.0,6.1534,9.3538,enriched,True,21,2,78.71,15,1,198.74,0,0,1262.48,16,7,70.57,3954.8,8,2026-03-23T08:50:30.648265+00:00,43.5116,0.7374,medium_outcome,observed_outcome_v1
osm_7247557686,Unknown Cafe,cafe,openstreetmap,27.7208866,85.3205881,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,6.0,0.0,244.01,2.0,365.02,10.0,1.0,138.41,1.0,275.1,2.0,297.86,9,1,645,4.8942,1.04,7.5,10.0,5.8224,9.3538,enriched,True,20,3,107.36,8,1,113.4,0,0,894.29,14,5,54.89,4168.99,8,2026-03-23T08:50:30.648265+00:00,37.2967,0.6944,low_outcome,observed_outcome_v1
osm_9407296918,Unknown Cafe,cafe,openstreetmap,27.7177129,85.3284511,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,21.0,5.0,0.0,283.63,14.0,350.32,11.0,1.0,176.39,3.0,200.84,1.0,208.49,12,1,4325,6.3245,2.57,8.3,10.0,6.5614,9.3538,enriched,True,23,2,173.37,17,2,63.2,0,0,1477.0,20,4,49.98,3975.99,8,2026-03-23T08:50:30.648265+00:00,46.7234,0.7556,medium_outcome,observed_outcome_v1
osm_10888676805,Unknown Cafe,cafe,openstreetmap,27.7205031,85.3192672,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,0.0,212.51,2.0,245.03,6.0,1.0,34.67,1.0,138.85,2.0,175.6,7,0,575,3.7212,1.97,6.3,10.0,5.6814,9.3538,enriched,True,14,1,34.67,9,3,138.85,0,0,842.89,14,6,111.68,4164.22,8,2026-03-23T08:50:30.648265+00:00,33.9799,0.6744,low_outcome,observed_outcome_v1
osm_6562217255,Your Koseli,cafe,openstreetmap,27.7179861,85.3248612,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,5.0,0.0,274.0,4.0,380.61,9.0,3.0,148.33,2.0,270.18,0.0,500.0,11,3,2156,6.7353,0.57,7.0,10.0,5.5064,9.3538,enriched,True,21,6,147.2,9,0,270.18,0,0,1191.98,14,4,72.05,3982.0,8,2026-03-23T08:50:30.648265+00:00,43.8853,0.7472,medium_outcome,observed_outcome_v1
osm_9425116518,चिया सिया,cafe,openstreetmap,27.7176702,85.3270375,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,18.0,8.0,0.0,256.12,13.0,382.45,11.0,1.0,70.09,3.0,261.87,1.0,338.48,11,1,2516,5.8662,1.84,8.3,10.0,6.3424,9.3538,enriched,True,22,2,68.4,17,1,118.9,0,0,1352.47,17,7,38.83,3967.59,8,2026-03-23T08:50:30.648265+00:00,43.8859,0.7374,medium_outcome,observed_outcome_v1
osm_2090623548,दरबार क्याफे र फास्ट फूड,cafe,openstreetmap,27.7179881,85.3217275,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,19.0,1.0,0.0,355.07,4.0,435.58,9.0,2.0,70.69,2.0,439.86,2.0,373.05,9,3,965,5.8746,0.85,6.1,10.0,5.2754,9.3538,enriched,True,19,5,49.33,6,0,366.86,0,0,961.52,18,0,218.91,3997.98,8,2026-03-23T08:50:30.648265+00:00,39.5012,0.7175,low_outcome,observed_outcome_v1
osm_1917103306,3D Cafe and Bar,cafe,openstreetmap,27.7388507,85.3356908,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,11.0,6.0,0.0,189.48,12.0,303.86,11.0,3.0,125.27,6.0,149.17,2.0,195.95,9,0,990,4.5297,3.22,9.8,7.5,12.2836,10.4284,enriched,True,21,3,125.27,20,6,89.94,1,1,105.09,10,4,38.25,5520.68,8,2026-03-23T08:50:30.648265+00:00,55.8265,0.76,medium_outcome,observed_outcome_v1
osm_9526050320,Ananda khaja ghar,cafe,openstreetmap,27.7386563,85.326679,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,3.0,0.0,186.35,3.0,302.51,5.0,0.0,239.46,8.0,31.19,0.0,500.0,6,2,5730,4.7307,0.71,6.2,3.68,10.2706,10.4284,enriched,True,18,5,34.49,28,10,31.19,0,0,977.54,13,5,79.15,5451.69,8,2026-03-23T08:50:30.648265+00:00,56.3617,0.7997,medium_outcome,observed_outcome_v1
osm_11363394046,Cafe Joshi,cafe,openstreetmap,27.7374175,85.3344683,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,12.0,6.0,0.0,269.47,10.0,293.81,10.0,0.0,296.5,8.0,63.28,3.0,392.89,5,0,730,3.0689,3.09,8.6,8.14,11.8246,10.4284,enriched,True,18,0,296.5,29,4,63.28,1,0,300.93,10,5,70.64,5380.87,8,2026-03-23T08:50:30.648265+00:00,50.7483,0.7317,medium_outcome,observed_outcome_v1
osm_2074278687,Centre Point Cafe,cafe,openstreetmap,27.7306908,85.3258394,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,17.0,5.0,0.0,281.41,1.0,244.21,10.0,2.0,69.38,4.0,82.74,1.0,244.21,9,3,5027,6.2046,0.99,8.4,10.0,11.1246,10.4284,enriched,True,21,6,56.68,13,3,82.74,0,0,1227.68,14,3,78.26,4794.61,8,2026-03-23T08:50:30.648265+00:00,62.0402,0.819,medium_outcome,observed_outcome_v1
osm_5973756579,Down Town Cafe,cafe,openstreetmap,27.7455935,85.3420463,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,3.0,1.0,0.0,222.0,2.0,171.91,11.0,4.0,99.56,1.0,186.43,0.0,500.0,10,4,2798,6.8874,0.79,7.2,2.41,10.6446,10.4284,enriched,True,25,9,65.75,4,3,168.27,1,0,418.55,2,0,243.55,6250.64,8,2026-03-23T08:50:30.648265+00:00,60.0132,0.817,medium_outcome,observed_outcome_v1
osm_9524328117,Embassy,cafe,openstreetmap,27.7277227,85.3239607,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,8.0,0.0,182.34,1.0,139.68,10.0,1.0,127.95,3.0,114.52,1.0,139.68,9,1,4247,5.2708,1.39,8.0,10.0,11.1046,10.4284,enriched,True,20,2,127.95,12,6,18.55,0,0,964.65,13,6,13.04,4584.09,8,2026-03-23T08:50:30.648265+00:00,59.5947,0.8015,medium_outcome,observed_outcome_v1
osm_5973756583,Fortune Food Cafe & Gazal,cafe,openstreetmap,27.7425935,85.3394122,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,296.33,6.0,348.05,15.0,2.0,106.02,3.0,153.91,1.0,362.31,16,4,3388,9.0257,1.46,9.5,4.32,11.6506,10.4284,enriched,True,33,7,90.96,13,2,84.65,1,0,453.62,5,1,179.16,5918.65,8,2026-03-23T08:50:30.648265+00:00,67.9397,0.853,medium_outcome,observed_outcome_v1
osm_9613032437,Himalayan Java,cafe,openstreetmap,27.7371636,85.3338104,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,8.0,4.0,0.0,207.14,10.0,305.08,10.0,0.0,341.86,8.0,12.1,3.0,334.57,6,0,1005,3.4827,3.13,8.6,5.59,11.8366,10.4284,enriched,True,20,0,247.4,30,4,12.1,1,0,367.06,6,3,70.64,5351.74,8,2026-03-23T08:50:30.648265+00:00,52.5522,0.7446,medium_outcome,observed_outcome_v1
osm_11363642470,Holiday Cafe,cafe,openstreetmap,27.730786,85.3299385,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,7.0,0.0,287.9,1.0,428.8,11.0,5.0,5.24,3.0,74.37,1.0,428.8,12,4,3757,7.6463,0.28,8.3,10.0,10.8766,10.4284,enriched,True,29,10,5.24,19,4,21.02,0,0,1157.33,14,6,18.04,4804.36,8,2026-03-23T08:50:30.648265+00:00,64.2052,0.8345,medium_outcome,observed_outcome_v1
osm_11391709036,Kwality cafe,cafe,openstreetmap,27.726386,85.3233581,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,8.0,0.0,248.97,1.0,294.96,9.0,3.0,157.12,1.0,132.71,1.0,294.96,8,2,4155,5.3665,0.79,6.9,10.0,10.5396,10.4284,enriched,True,17,5,157.12,10,6,41.97,0,0,898.2,13,6,33.34,4494.75,8,2026-03-23T08:50:30.648265+00:00,58.68,0.8025,medium_outcome,observed_outcome_v1
osm_2072662338,Lama's Cafe,cafe,openstreetmap,27.7303055,85.325174,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,19.0,7.0,0.0,287.33,1.0,185.53,10.0,2.0,116.56,4.0,158.77,1.0,185.53,10,3,5327,6.5661,1.22,8.4,10.0,11.1936,10.4284,enriched,True,22,6,87.37,12,5,129.14,0,0,1151.15,16,5,34.64,4768.0,8,2026-03-23T08:50:30.648265+00:00,63.2333,0.8257,medium_outcome,observed_outcome_v1
osm_9526052617,Maya Pub,cafe,openstreetmap,27.738297,85.3259847,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,3.0,0.0,148.87,4.0,329.22,5.0,0.0,310.47,7.0,48.23,0.0,500.0,7,2,6180,5.0958,0.82,5.8,3.68,10.1636,10.4284,enriched,True,21,5,79.11,27,12,48.23,0,0,1049.47,10,5,77.75,5422.3,8,2026-03-23T08:50:30.648265+00:00,57.2414,0.8067,medium_outcome,observed_outcome_v1
osm_9524308317,Mummy's Cafe,cafe,openstreetmap,27.72917,85.326511,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,24.0,7.0,0.0,304.75,1.0,167.33,13.0,1.0,144.1,5.0,235.09,1.0,167.33,11,2,5707,6.4799,1.29,9.7,10.0,11.6696,10.4284,enriched,True,26,4,122.09,14,2,101.52,0,0,1240.46,22,5,68.14,4677.83,8,2026-03-23T08:50:30.648265+00:00,64.2372,0.8258,medium_outcome,observed_outcome_v1
osm_2071332684,NAXA Canteen,cafe,openstreetmap,27.7307848,85.3295597,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,5.0,0.0,276.75,1.0,438.69,11.0,5.0,41.52,3.0,86.06,1.0,438.69,12,3,3757,7.1963,0.24,8.3,10.0,10.8646,10.4284,enriched,True,29,9,41.52,19,4,26.61,0,0,1178.89,14,4,36.78,4802.54,8,2026-03-23T08:50:30.648265+00:00,63.1049,0.8278,medium_outcome,observed_outcome_v1
osm_2073153212,Niyalo Cafe,cafe,openstreetmap,27.7309421,85.3298884,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,6.0,0.0,293.06,2.0,448.9,11.0,5.0,16.73,3.0,57.84,2.0,413.06,12,4,3757,7.6463,0.4,8.6,10.0,11.0176,10.4284,enriched,True,29,10,16.73,20,4,33.62,0,0,1145.87,14,5,18.04,4816.06,8,2026-03-23T08:50:30.648265+00:00,64.4906,0.8345,medium_outcome,observed_outcome_v1
osm_9526081918,Royal Cafe Station,cafe,openstreetmap,27.7367555,85.3236336,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,0.0,208.21,4.0,173.94,2.0,0.0,348.07,3.0,188.36,1.0,270.6,7,1,6180,4.6458,2.18,3.6,3.68,9.8016,10.4284,enriched,True,20,5,44.92,20,6,76.85,0,0,1185.59,11,3,77.62,5303.23,8,2026-03-23T08:50:30.648265+00:00,55.6012,0.8,medium_outcome,observed_outcome_v1
osm_9529597419,Royal Himalayan Cofee,cafe,openstreetmap,27.7310392,85.3289403,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,15.0,4.0,0.0,266.73,2.0,456.05,10.0,5.0,75.99,3.0,114.15,2.0,435.22,11,3,3607,6.8382,0.34,8.3,10.0,10.8946,10.4284,enriched,True,26,9,75.99,18,4,47.5,0,0,1193.51,13,3,67.21,4819.98,8,2026-03-23T08:50:30.648265+00:00,62.2002,0.8216,medium_outcome,observed_outcome_v1
osm_1905155387,Universal Cafe,cafe,openstreetmap,27.7393987,85.3389263,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,11.0,3.0,0.0,289.26,7.0,261.26,11.0,2.0,193.11,3.0,182.39,1.0,178.79,11,3,1535,6.6674,2.86,8.3,7.5,11.6506,10.4284,enriched,True,24,5,137.24,16,8,129.95,1,0,231.08,9,2,6.13,5623.27,8,2026-03-23T08:50:30.648265+00:00,60.6793,0.8012,medium_outcome,observed_outcome_v1
osm_4985309194,Universal Cafe,cafe,openstreetmap,27.7393436,85.3389259,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,11.0,3.0,0.0,287.83,8.0,292.14,11.0,2.0,193.95,3.0,184.01,1.0,181.03,11,2,1535,6.2174,2.85,8.3,7.5,11.6476,10.4284,enriched,True,24,4,141.23,16,8,124.34,1,0,231.06,9,2,6.13,5618.44,8,2026-03-23T08:50:30.648265+00:00,59.5994,0.7944,medium_outcome,observed_outcome_v1
osm_4730045290,Unknown Cafe,cafe,openstreetmap,27.7366443,85.324754,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,3.0,0.0,158.36,4.0,239.89,3.0,0.0,331.21,5.0,115.09,1.0,367.82,8,1,6580,5.0084,1.6,4.7,3.68,10.0126,10.4284,enriched,True,20,2,29.77,23,6,115.09,0,0,1202.71,10,4,110.96,5285.27,8,2026-03-23T08:50:30.648265+00:00,57.0426,0.8067,medium_outcome,observed_outcome_v1
osm_5006170124,Unknown Cafe,cafe,openstreetmap,27.7438263,85.3405843,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,3.0,2.0,0.0,140.9,2.0,170.07,14.0,1.0,46.94,2.0,309.65,0.0,500.0,16,3,3543,8.5846,0.79,7.0,2.41,10.5746,10.4284,enriched,True,33,6,46.94,6,2,76.44,0,0,595.23,2,1,179.16,6055.2,8,2026-03-23T08:50:30.648265+00:00,64.6386,0.8474,medium_outcome,observed_outcome_v1
osm_5158172421,Unknown Cafe,cafe,openstreetmap,27.7286503,85.3258848,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,23.0,7.0,0.0,290.28,1.0,95.51,12.0,2.0,96.89,3.0,295.98,1.0,95.51,11,3,5707,6.9299,1.56,10.0,10.0,11.8556,10.4284,enriched,True,25,5,92.12,14,2,28.47,0,0,1168.09,20,5,17.13,4641.19,8,2026-03-23T08:50:30.648265+00:00,65.7528,0.8326,medium_outcome,observed_outcome_v1
osm_5276596723,Unknown Cafe,cafe,openstreetmap,27.7384416,85.3351587,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,11.0,7.0,0.0,193.07,11.0,297.97,9.0,2.0,185.06,7.0,183.55,2.0,265.3,6,0,640,3.3926,3.08,9.6,7.5,12.1716,10.4284,enriched,True,17,2,185.06,22,2,20.96,1,1,174.13,10,5,11.96,5477.7,8,2026-03-23T08:50:30.648265+00:00,51.8497,0.7338,medium_outcome,observed_outcome_v1
osm_5290826527,Unknown Cafe,cafe,openstreetmap,27.7383815,85.3352595,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,12.0,7.0,0.0,214.56,10.0,278.82,9.0,2.0,177.68,7.0,186.14,2.0,262.22,6,0,640,3.3926,3.29,9.6,8.14,12.2346,10.4284,enriched,True,17,2,177.68,22,2,28.53,1,1,170.53,11,5,11.96,5473.81,8,2026-03-23T08:50:30.648265+00:00,51.9883,0.7338,medium_outcome,observed_outcome_v1
osm_5848260185,Unknown Cafe,cafe,openstreetmap,27.7270979,85.3237688,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,9.0,0.0,196.25,1.0,206.43,10.0,2.0,109.19,2.0,101.97,1.0,206.43,9,2,4305,5.7236,1.14,7.6,10.0,10.8896,10.4284,enriched,True,20,4,109.19,11,6,43.27,0,0,939.58,13,7,3.75,4541.08,8,2026-03-23T08:50:30.648265+00:00,60.3037,0.8086,medium_outcome,observed_outcome_v1
osm_8296660017,Unknown Cafe,cafe,openstreetmap,27.7385277,85.3355572,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,12.0,6.0,0.0,209.17,10.0,270.76,9.0,3.0,144.75,6.0,179.53,1.0,229.75,7,0,930,3.8173,3.47,8.9,8.14,12.0436,10.4284,enriched,True,18,3,144.75,20,5,60.87,1,1,137.84,11,4,33.51,5490.58,8,2026-03-23T08:50:30.648265+00:00,53.493,0.748,medium_outcome,observed_outcome_v1
osm_9524309219,Unknown Cafe,cafe,openstreetmap,27.7280504,85.3243611,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,8.0,0.0,181.51,1.0,86.34,10.0,2.0,138.32,3.0,163.44,1.0,86.34,9,2,4247,5.7208,1.6,10.0,10.0,11.8676,10.4284,enriched,True,20,4,138.32,11,5,68.93,0,0,1008.78,13,6,53.67,4604.97,8,2026-03-23T08:50:30.648265+00:00,62.2438,0.8083,medium_outcome,observed_outcome_v1
osm_9524311417,Unknown Cafe,cafe,openstreetmap,27.7271204,85.3237404,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,9.0,0.0,196.05,1.0,205.89,10.0,2.0,112.47,2.0,98.39,1.0,205.89,9,2,4305,5.7236,1.14,7.6,10.0,10.8896,10.4284,enriched,True,20,4,112.47,11,6,41.23,0,0,936.93,13,7,3.75,4542.88,8,2026-03-23T08:50:30.648265+00:00,60.3032,0.8086,medium_outcome,observed_outcome_v1
osm_9524312617,Unknown Cafe,cafe,openstreetmap,27.7262151,85.3230798,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,8.0,0.0,270.09,1.0,325.71,9.0,2.0,189.63,1.0,143.21,1.0,325.71,7,1,4075,4.5626,0.67,6.9,10.0,10.5036,10.4284,enriched,True,16,3,189.63,10,6,9.6,0,0,871.64,13,6,33.34,4485.41,8,2026-03-23T08:50:30.648265+00:00,56.6485,0.79,medium_outcome,observed_outcome_v1
osm_9538934418,Unknown Cafe,cafe,openstreetmap,27.7300842,85.3254217,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,19.0,7.0,0.0,274.65,1.0,166.8,10.0,2.0,146.78,4.0,161.49,1.0,166.8,10,3,5327,6.5661,1.29,8.4,10.0,11.2146,10.4284,enriched,True,22,6,63.15,13,4,111.16,0,0,1165.66,16,5,34.64,4749.89,8,2026-03-23T08:50:30.648265+00:00,63.2865,0.8257,medium_outcome,observed_outcome_v1
osm_9538934920,Unknown Cafe,cafe,openstreetmap,27.7287819,85.3259752,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,24.0,7.0,0.0,298.51,1.0,105.39,12.0,1.0,106.62,4.0,280.22,1.0,105.39,11,2,5707,6.4799,1.53,9.0,10.0,11.4966,10.4284,enriched,True,25,4,101.26,15,2,36.56,0,0,1179.69,21,5,17.13,4650.53,8,2026-03-23T08:50:30.648265+00:00,63.9103,0.8258,medium_outcome,observed_outcome_v1
osm_13081786301,Unknown Cafe,cafe,openstreetmap,27.7369384,85.326424,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,4.0,0.0,158.55,3.0,318.83,4.0,0.0,215.37,8.0,56.57,0.0,500.0,8,1,6180,4.9958,0.65,5.9,3.68,10.1476,10.4284,enriched,True,24,3,99.44,30,4,47.38,0,0,1035.47,10,3,157.13,5302.67,8,2026-03-23T08:50:30.648265+00:00,57.0804,0.8052,medium_outcome,observed_outcome_v1
