place_id,name,lat,lng,type,rating,review_count,price_level,is_operational,source,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,ward_number,population,households,area_sqkm,population_density,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,road_feature_source,dataset_count_raw_files,combined_at
osm_2006419428,Aabhusan Cafe,27.712805,85.32775,cafe,,,,True,openstreetmap,11.0,2.0,0.0,307.75,18.0,280.47,9.0,1.0,173.96,3.0,287.46,1.0,355.39,45.84,3.02,7.7,7.5,1,6225,1383,1.3,4788,22,1,173.96,16,5,17.08,0,0,1250.5,10,1,197.9,3770.7,9,0,4729,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10973663605,Chiya Ghar,27.7075147,85.3231409,cafe,,,,True,openstreetmap,23.0,13.0,0.0,214.36,10.0,304.17,15.0,2.0,74.75,5.0,203.68,2.0,79.62,77.67,3.75,10.0,10.0,1,6225,1383,1.3,4788,43,6,74.75,14,3,59.64,0,0,638.73,22,12,48.26,3617.55,19,2,17395,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2097704747,Coffee Express,27.710668,85.3177124,cafe,,,,True,openstreetmap,26.0,8.0,0.0,252.76,29.0,267.82,13.0,1.0,132.43,3.0,294.78,3.0,187.95,63.66,4.44,9.5,10.0,1,6225,1383,1.3,4788,24,2,126.12,5,0,294.78,1,0,276.59,24,7,18.61,3747.39,10,1,14253,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4890884826,Coffee Pasal,27.7126275,85.3174486,cafe,,,,True,openstreetmap,30.0,6.0,0.0,316.88,24.0,206.68,9.0,0.0,348.28,1.0,320.94,2.0,154.2,36.92,4.76,3.7,10.0,1,6225,1383,1.3,4788,15,0,341.62,3,0,275.45,1,0,255.29,28,4,6.45,3813.96,5,0,300,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1898521001,Espression the cafe,27.7150782,85.3265014,cafe,,,,True,openstreetmap,18.0,2.0,0.0,293.89,14.0,293.58,7.0,1.0,187.62,3.0,62.26,1.0,432.3,40.74,2.66,7.1,10.0,1,6225,1383,1.3,4788,15,2,182.91,12,4,62.26,0,0,1184.71,17,1,192.07,3850.89,7,1,4628,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9450093517,Fresh Bite Cafe,27.7092816,85.3248981,cafe,,,,True,openstreetmap,26.0,4.0,0.0,325.51,13.0,254.31,8.0,1.0,85.0,6.0,345.08,2.0,138.32,66.21,4.34,7.4,10.0,1,6225,1383,1.3,4788,29,7,40.69,14,1,88.21,0,0,866.94,25,3,70.25,3655.07,13,5,10256,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6056855122,Himalayan Beanz barista and bakery school,27.7085974,85.3259225,cafe,,,,True,openstreetmap,24.0,6.0,0.0,314.45,13.0,294.0,12.0,1.0,182.36,6.0,292.25,2.0,154.39,76.39,3.73,10.0,10.0,1,6225,1383,1.3,4788,34,7,60.77,12,1,189.59,0,0,934.91,23,5,122.3,3639.97,13,4,5695,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3076357353,Himalayan Java,27.7069817,85.323031,cafe,,,,True,openstreetmap,22.0,12.0,0.0,193.46,9.0,324.22,19.0,2.0,44.02,8.0,143.66,2.0,40.39,106.95,3.26,10.0,10.0,1,6225,1383,1.3,4788,48,5,44.02,22,6,19.06,0,0,616.36,21,11,12.0,3607.64,20,1,17898,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9407484722,Himalayan Java Coffee,27.710216,85.3219827,cafe,,,,True,openstreetmap,29.0,1.0,0.0,373.73,20.0,334.07,6.0,0.0,252.26,0.0,500.0,3.0,366.8,26.74,2.67,2.7,10.0,1,6225,1383,1.3,4788,22,0,244.26,6,0,293.31,0,0,680.14,28,0,225.75,3688.65,11,0,7675,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2166593496,Magic Beans,27.7105055,85.3177578,cafe,,,,True,openstreetmap,28.0,8.0,0.0,270.51,29.0,272.85,13.0,1.0,115.68,3.0,302.08,3.0,176.26,63.66,4.39,8.0,10.0,1,6225,1383,1.3,4788,26,2,109.54,5,0,301.89,2,0,288.04,26,7,18.61,3742.12,11,1,16053,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1898414114,Old House Cafe,27.7138792,85.3249137,cafe,,,,True,openstreetmap,16.0,2.0,0.0,343.52,18.0,378.85,4.0,1.0,46.93,2.0,192.93,1.0,447.97,26.74,1.59,5.8,10.0,1,6225,1383,1.3,4788,9,2,46.93,12,3,96.32,0,0,996.48,15,1,33.63,3801.41,4,1,2791,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10591329467,Penthouse Rooftop Bar & Lounge,27.7129871,85.3175913,cafe,,,,True,openstreetmap,26.0,6.0,0.0,308.11,24.0,212.9,8.0,0.0,388.42,1.0,355.83,2.0,122.88,34.38,4.66,3.4,10.0,1,6225,1383,1.3,4788,13,0,381.8,4,0,257.95,1,0,286.98,24,4,35.97,3824.7,5,0,300,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4293343214,Red pepper cafe,27.7174713,85.3273617,cafe,,,,True,openstreetmap,19.0,7.0,0.0,262.43,13.0,364.18,11.0,1.0,69.99,3.0,255.83,1.0,302.4,50.93,2.16,8.3,10.0,1,6225,1383,1.3,4788,22,2,67.2,17,1,80.9,0,0,1369.61,18,6,38.83,3959.16,11,1,3416,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2166592516,The Coffee Shop,27.7113258,85.3173738,cafe,,,,True,openstreetmap,31.0,11.0,0.0,293.9,28.0,246.66,11.0,0.0,203.77,1.0,261.18,3.0,239.05,45.84,4.64,6.1,10.0,1,6225,1383,1.3,4788,19,1,197.07,3,0,261.18,1,0,224.55,29,9,80.38,3772.31,7,1,13700,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4767236880,Unknown Cafe,27.712684,85.3174635,cafe,,,,True,openstreetmap,30.0,6.0,0.0,319.2,24.0,207.38,9.0,0.0,354.55,1.0,325.7,2.0,149.55,36.92,4.75,3.7,10.0,1,6225,1383,1.3,4788,15,0,347.9,3,0,273.07,1,0,259.41,28,4,6.45,3815.73,5,0,300,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4846949123,Unknown Cafe,27.7121939,85.3213096,cafe,,,,True,openstreetmap,21.0,1.0,0.0,385.14,24.0,360.46,3.0,0.0,433.55,0.0,500.0,1.0,285.61,11.46,2.25,1.2,10.0,1,6225,1383,1.3,4788,10,0,387.59,4,1,141.87,0,0,612.88,19,0,229.7,3754.42,5,0,2906,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4903561323,Unknown Cafe,27.7125117,85.3185407,cafe,,,,True,openstreetmap,22.0,6.0,0.0,293.57,28.0,264.68,5.0,0.0,351.38,1.0,409.1,2.0,100.99,26.74,4.14,2.5,10.0,1,6225,1383,1.3,4788,9,0,345.4,3,1,173.91,1,0,351.22,20,4,107.37,3793.98,3,0,0,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4916380621,Unknown Cafe,27.7171524,85.3254913,cafe,,,,True,openstreetmap,15.0,7.0,0.0,229.02,9.0,391.52,9.0,1.0,130.28,3.0,175.64,1.0,480.91,45.84,1.22,7.7,10.0,1,6225,1383,1.3,4788,19,2,130.28,12,2,175.64,0,0,1192.07,14,6,41.32,3940.76,10,1,2156,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5235946722,Unknown Cafe,27.7098282,85.3273068,cafe,,,,True,openstreetmap,13.0,3.0,0.0,298.54,15.0,275.0,11.0,1.0,139.7,2.0,102.22,2.0,123.86,48.38,3.94,8.2,8.78,1,6225,1383,1.3,4788,38,4,137.18,15,2,100.36,0,0,1109.11,12,2,163.25,3676.73,16,2,7929,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5382283622,Unknown Cafe,27.7087812,85.3244624,cafe,,,,True,openstreetmap,25.0,5.0,0.0,289.48,13.0,271.2,10.0,1.0,39.43,6.0,310.45,2.0,206.23,71.3,4.14,8.0,10.0,1,6225,1383,1.3,4788,33,7,39.43,13,1,151.71,0,0,805.9,24,4,70.25,3642.73,14,5,10475,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6712227786,Unknown Cafe,27.711069,85.3281932,cafe,,,,True,openstreetmap,14.0,3.0,0.0,353.09,19.0,302.36,13.0,1.0,170.23,1.0,90.63,2.0,242.35,47.11,3.33,8.4,9.41,1,6225,1383,1.3,4788,38,4,147.74,15,4,69.12,0,0,1245.02,13,2,163.25,3717.67,15,3,7764,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6822853485,Unknown Cafe,27.7137079,85.3246322,cafe,,,,True,openstreetmap,15.0,2.0,0.0,343.81,17.0,375.32,4.0,1.0,71.55,2.0,218.07,1.0,437.66,26.74,1.66,5.8,10.0,1,6225,1383,1.3,4788,9,2,71.55,11,2,128.25,0,0,964.93,14,1,33.63,3795.07,4,1,2791,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9521404017,Unknown Cafe,27.7176564,85.3277502,cafe,,,,True,openstreetmap,18.0,6.0,0.0,248.01,14.0,366.71,12.0,1.0,112.92,3.0,270.05,1.0,270.59,53.48,2.21,8.6,10.0,1,6225,1383,1.3,4788,25,2,110.04,17,2,61.48,0,0,1413.04,17,5,43.43,3969.59,13,1,4016,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10892458506,Unknown Cafe,27.7162159,85.3250332,cafe,,,,True,openstreetmap,16.0,6.0,0.0,269.16,7.0,310.09,9.0,1.0,199.3,2.0,74.2,0.0,500.0,35.65,1.6,7.0,10.0,1,6225,1383,1.3,4788,20,1,199.3,11,2,74.2,0,0,1101.7,15,5,113.48,3898.08,11,0,3756,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_13261607701,Unknown Cafe,27.7116394,85.3261359,cafe,,,,True,openstreetmap,14.0,1.0,0.0,315.79,23.0,345.5,6.0,1.0,94.11,3.0,257.06,1.0,184.61,38.2,2.7,6.8,9.41,1,6225,1383,1.3,4788,21,4,28.45,13,0,205.87,0,0,1084.67,13,0,205.05,3724.79,10,2,4126,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10216528287,Vista B Coffee,27.7104389,85.3185484,cafe,,,,True,openstreetmap,26.0,6.0,0.0,275.75,31.0,306.19,9.0,1.0,148.81,3.0,379.99,3.0,229.39,53.48,3.69,6.8,10.0,1,6225,1383,1.3,4788,21,2,145.08,7,0,330.42,1,0,362.46,24,5,74.73,3728.72,8,1,14153,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3329427562,एक्सप्रेसो डिलाईट,27.7094121,85.3166482,cafe,,,,True,openstreetmap,25.0,10.0,0.0,251.35,29.0,318.12,14.0,7.0,73.27,4.0,258.75,4.0,14.69,76.39,3.98,10.0,10.0,1,6225,1383,1.3,4788,28,12,73.27,14,0,228.58,3,0,288.23,23,9,10.73,3733.38,12,4,16053,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3069572516,गौतम बेकरी,27.7070868,85.3230587,cafe,,,,True,openstreetmap,22.0,12.0,0.0,193.72,9.0,315.64,19.0,2.0,46.23,7.0,155.54,2.0,45.12,100.59,3.37,10.0,10.0,1,6225,1383,1.3,4788,48,5,46.23,19,4,21.03,0,0,620.96,21,11,12.0,3609.49,20,1,17898,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2212506691,बेकरी क्याफे,27.7098873,85.3181147,cafe,,,,True,openstreetmap,26.0,9.0,0.0,266.55,28.0,294.99,14.0,1.0,76.47,4.0,352.9,3.0,161.9,72.57,4.0,8.7,10.0,1,6225,1383,1.3,4788,33,2,73.93,12,0,344.25,2,0,352.5,24,8,74.73,3720.19,14,1,20803,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3509030388,मामामिया,27.7088719,85.3150246,cafe,,,,True,openstreetmap,36.0,8.0,0.0,337.03,18.0,273.21,19.0,8.0,38.25,5.0,240.01,3.0,41.12,91.67,5.46,10.0,10.0,1,6225,1383,1.3,4788,35,15,38.25,27,1,186.0,3,0,305.9,35,7,30.52,3756.09,14,5,16463,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3509034495,स्टार क्याफे,27.7094937,85.3165901,cafe,,,,True,openstreetmap,26.0,12.0,0.0,257.51,29.0,315.17,14.0,7.0,78.02,4.0,248.37,4.0,23.64,76.39,4.0,10.0,10.0,1,6225,1383,1.3,4788,28,12,78.02,14,0,218.93,3,0,277.5,24,11,10.73,3736.41,12,4,16053,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_3325075145,हिमालय जाभा क्याफे,27.7099111,85.3170338,cafe,,,,True,openstreetmap,28.0,9.0,0.0,269.12,27.0,280.14,13.0,5.0,63.51,4.0,256.74,4.0,80.96,73.85,4.18,10.0,10.0,1,6225,1383,1.3,4788,26,8,57.95,12,0,240.3,2,0,267.9,26,8,63.73,3738.48,11,2,16053,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11359724668,Bahavana coffee,27.7212304,85.3210548,cafe,,,,True,openstreetmap,14.0,6.0,0.0,262.38,2.0,424.71,11.0,1.0,190.0,1.0,330.09,2.0,357.6,42.02,0.58,6.3,9.41,2,11542,2564,1.4,8244,22,3,73.6,8,1,103.95,0,0,901.04,13,5,59.76,4184.12,10,1,1045,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2090601780,Barista Lavazza,27.718423,85.3189324,cafe,,,,True,openstreetmap,15.0,5.0,0.0,226.13,3.0,223.85,6.0,1.0,22.48,1.0,230.11,3.0,114.82,33.1,3.2,6.6,10.0,2,11542,2564,1.4,8244,13,1,22.48,6,0,230.11,0,0,844.38,14,4,35.79,4052.08,6,0,575,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9950476919,Basana Cafe & Bar,27.7181501,85.3191252,cafe,,,,True,openstreetmap,15.0,4.0,0.0,242.02,3.0,244.23,6.0,1.0,13.34,1.0,265.77,3.0,150.45,33.1,2.97,6.6,10.0,2,11542,2564,1.4,8244,14,1,13.34,6,0,265.77,0,0,826.2,14,3,35.79,4034.9,7,0,575,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11029627205,Cafe kunz,27.7256094,85.3241388,cafe,,,,True,openstreetmap,13.0,6.0,0.0,247.19,1.0,346.93,10.0,4.0,72.28,1.0,245.07,1.0,346.93,35.65,0.59,7.2,8.78,2,11542,2564,1.4,8244,18,6,72.28,10,3,79.58,0,0,981.3,11,4,115.59,4436.21,8,2,4175,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11359766597,Coffee Escape,27.7185096,85.3176548,cafe,,,,True,openstreetmap,15.0,7.0,0.0,237.98,3.0,145.01,6.0,1.0,140.14,1.0,197.17,3.0,41.85,33.1,4.12,9.1,10.0,2,11542,2564,1.4,8244,14,1,140.14,7,2,197.01,0,0,805.6,14,6,34.09,4077.27,6,0,2525,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_13350370101,Ek Cup Chiya,27.7230937,85.3199703,cafe,,,,True,openstreetmap,12.0,2.0,0.0,325.64,1.0,463.07,5.0,0.0,265.84,1.0,375.2,1.0,463.07,22.92,0.14,2.2,8.14,2,11542,2564,1.4,8244,10,0,265.84,9,2,128.95,0,0,688.3,11,1,180.41,4314.13,4,0,705,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11363990194,Filli cafe,27.721161,85.3201245,cafe,,,,True,openstreetmap,15.0,6.0,0.0,239.31,2.0,354.69,8.0,1.0,100.55,1.0,241.97,2.0,285.62,34.38,1.12,6.9,10.0,2,11542,2564,1.4,8244,17,3,100.55,9,1,80.46,0,0,840.65,14,5,35.12,4191.21,8,1,430,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2090732553,Peace Corner Food Cafe,27.7174037,85.3251821,cafe,,,,True,openstreetmap,14.0,6.0,0.0,223.56,4.0,310.4,9.0,1.0,164.59,2.0,202.52,0.0,500.0,35.65,0.91,7.0,9.41,2,11542,2564,1.4,8244,20,2,164.59,10,0,202.52,0,0,1181.08,13,5,41.32,3952.93,11,1,2156,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2006116226,Tifin Home,27.7175696,85.3289324,cafe,,,,True,openstreetmap,21.0,6.0,0.0,286.2,14.0,337.49,12.0,0.0,215.95,3.0,155.14,1.0,158.92,53.48,2.86,6.6,10.0,2,11542,2564,1.4,8244,22,0,212.9,20,3,87.83,0,0,1512.22,20,5,49.98,3972.36,10,0,4125,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2297964894,Unknown Cafe,27.719572,85.3204067,cafe,,,,True,openstreetmap,16.0,6.0,0.0,246.77,2.0,275.58,7.0,2.0,182.49,1.0,260.48,2.0,219.7,31.83,1.74,6.6,10.0,2,11542,2564,1.4,8244,15,5,163.72,9,0,255.86,0,0,993.02,15,5,147.26,4095.58,7,2,350,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4418021591,Unknown Cafe,27.7188053,85.3175635,cafe,,,,True,openstreetmap,15.0,7.0,0.0,232.93,4.0,238.31,6.0,1.0,158.67,1.0,165.99,4.0,69.21,36.92,3.35,9.4,10.0,2,11542,2564,1.4,8244,14,1,158.67,8,2,165.99,0,0,834.28,14,6,34.09,4095.15,6,0,2525,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4646679991,Unknown Cafe,27.7214768,85.3201219,cafe,,,,True,openstreetmap,14.0,6.0,0.0,239.17,2.0,382.08,9.0,1.0,118.6,1.0,258.1,2.0,312.69,36.92,0.91,7.2,9.41,2,11542,2564,1.4,8244,18,3,118.6,9,1,46.63,0,0,815.39,13,5,35.12,4210.39,8,1,430,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5121130135,Unknown Cafe,27.7174416,85.3261294,cafe,,,,True,openstreetmap,17.0,8.0,0.0,251.61,9.0,375.17,10.0,1.0,78.71,3.0,218.26,1.0,421.43,48.38,1.56,8.0,10.0,2,11542,2564,1.4,8244,21,2,78.71,15,1,198.74,0,0,1262.48,16,7,70.57,3954.8,11,1,2516,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7247557686,Unknown Cafe,27.7208866,85.3205881,cafe,,,,True,openstreetmap,15.0,6.0,0.0,244.01,2.0,365.02,10.0,1.0,138.41,1.0,275.1,2.0,297.86,39.47,1.04,7.5,10.0,2,11542,2564,1.4,8244,20,3,107.36,8,1,113.4,0,0,894.29,14,5,54.89,4168.99,9,1,645,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9407296918,Unknown Cafe,27.7177129,85.3284511,cafe,,,,True,openstreetmap,21.0,5.0,0.0,283.63,14.0,350.32,11.0,1.0,176.39,3.0,200.84,1.0,208.49,50.93,2.57,8.3,10.0,2,11542,2564,1.4,8244,23,2,173.37,17,2,63.2,0,0,1477.0,20,4,49.98,3975.99,12,1,4325,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10888676805,Unknown Cafe,27.7205031,85.3192672,cafe,,,,True,openstreetmap,15.0,7.0,0.0,212.51,2.0,245.03,6.0,1.0,34.67,1.0,138.85,2.0,175.6,29.28,1.97,6.3,10.0,2,11542,2564,1.4,8244,14,1,34.67,9,3,138.85,0,0,842.89,14,6,111.68,4164.22,7,0,575,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6562217255,Your Koseli,27.7179861,85.3248612,cafe,,,,True,openstreetmap,15.0,5.0,0.0,274.0,4.0,380.61,9.0,3.0,148.33,2.0,270.18,0.0,500.0,35.65,0.57,7.0,10.0,2,11542,2564,1.4,8244,21,6,147.2,9,0,270.18,0,0,1191.98,14,4,72.05,3982.0,11,3,2156,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9425116518,चिया सिया,27.7176702,85.3270375,cafe,,,,True,openstreetmap,18.0,8.0,0.0,256.12,13.0,382.45,11.0,1.0,70.09,3.0,261.87,1.0,338.48,50.93,1.84,8.3,10.0,2,11542,2564,1.4,8244,22,2,68.4,17,1,118.9,0,0,1352.47,17,7,38.83,3967.59,11,1,2516,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2090623548,दरबार क्याफे र फास्ट फूड,27.7179881,85.3217275,cafe,,,,True,openstreetmap,19.0,1.0,0.0,355.07,4.0,435.58,9.0,2.0,70.69,2.0,439.86,2.0,373.05,43.29,0.85,6.1,10.0,2,11542,2564,1.4,8244,19,5,49.33,6,0,366.86,0,0,961.52,18,0,218.91,3997.98,9,3,965,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10011697915,3 Star Coffee and Crunch,27.7463759,85.3270258,cafe,,,,True,openstreetmap,4.0,2.0,15.3,6171.44,8.0,1500.0,4.0,1.0,21.64,13.0,16.47,0.0,1152.81,22.536,1.6,5.57125,1.2,3,33805,7512,1.5,22536,4,1,21.64,13,1,16.47,0,0,1152.81,4,2,15.3,6171.44,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1917103306,3D Cafe and Bar,27.7388507,85.3356908,cafe,,,,True,openstreetmap,11.0,6.0,0.0,189.48,12.0,303.86,11.0,3.0,125.27,6.0,149.17,2.0,195.95,73.85,3.22,9.8,7.5,3,33805,7512,1.5,22536,21,3,125.27,20,6,89.94,1,1,105.09,10,4,38.25,5520.68,9,0,990,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2077194592,80's Cafe,27.7419992,85.3310492,cafe,,,,True,openstreetmap,10.0,6.0,37.81,5759.6,8.0,1500.0,19.0,4.0,62.22,25.0,77.82,0.0,617.4,22.536,2.5,5.57125,3.0,3,33805,7512,1.5,22536,19,4,62.22,25,6,77.82,0,0,617.4,10,6,37.81,5759.6,5,0,3830,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9526050320,Ananda khaja ghar,27.7386563,85.326679,cafe,,,,True,openstreetmap,5.0,3.0,0.0,186.35,3.0,302.51,5.0,0.0,239.46,8.0,31.19,0.0,500.0,63.66,0.71,6.2,3.68,3,33805,7512,1.5,22536,18,5,34.49,28,10,31.19,0,0,977.54,13,5,79.15,5451.69,6,2,5730,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10011753436,Bubble Tea,27.7452831,85.3290593,cafe,,,,True,openstreetmap,10.0,0.0,220.16,6064.33,8.0,1500.0,7.0,1.0,179.92,20.0,113.16,0.0,989.44,22.536,2.05,5.57125,3.0,3,33805,7512,1.5,22536,7,1,179.92,20,5,113.16,0,0,989.44,10,0,220.16,6064.33,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_12986924344,CHANDI BRO,27.7424502,85.3297819,cafe,,,,True,openstreetmap,11.0,6.0,60.62,5796.45,8.0,1500.0,16.0,2.0,169.42,25.0,68.18,0.0,751.16,22.536,2.5,5.57125,3.3,3,33805,7512,1.5,22536,16,2,169.42,25,6,68.18,0,0,751.16,11,6,60.62,5796.45,3,0,3700,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11363394046,Cafe Joshi,27.7374175,85.3344683,cafe,,,,True,openstreetmap,12.0,6.0,0.0,269.47,10.0,293.81,10.0,0.0,296.5,8.0,63.28,3.0,392.89,87.85,3.09,8.6,8.14,3,33805,7512,1.5,22536,18,0,296.5,29,4,63.28,1,0,300.93,10,5,70.64,5380.87,5,0,730,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10011926516,Cafe Mirmire,27.7421854,85.3292435,cafe,,,,True,openstreetmap,13.0,6.0,60.62,5770.67,8.0,1500.0,17.0,2.0,197.99,28.0,10.07,0.0,786.55,22.536,2.5,5.57125,3.9,3,33805,7512,1.5,22536,17,2,197.99,28,7,10.07,0,0,786.55,13,6,60.62,5770.67,4,0,4900,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10010484029,Cafe Tree Netra,27.7369324,85.3227653,cafe,,,,True,openstreetmap,9.0,3.0,15.16,5326.75,8.0,1500.0,16.0,5.0,100.72,21.0,16.58,0.0,1104.55,22.536,2.5,5.57125,2.7,3,33805,7512,1.5,22536,16,5,100.72,21,4,16.58,0,0,1104.55,9,3,15.16,5326.75,4,2,2550,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2074278687,Centre Point Cafe,27.7306908,85.3258394,cafe,,,,True,openstreetmap,17.0,5.0,0.0,281.41,1.0,244.21,10.0,2.0,69.38,4.0,82.74,1.0,244.21,54.75,0.99,8.4,10.0,3,33805,7512,1.5,22536,21,6,56.68,13,3,82.74,0,0,1227.68,14,3,78.26,4794.61,9,3,5027,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10017276534,Cups,27.7405887,85.3262692,cafe,,,,True,openstreetmap,15.0,2.0,125.67,5626.92,8.0,1500.0,18.0,3.0,27.78,22.0,75.4,0.0,1023.5,22.536,2.5,5.57125,4.5,3,33805,7512,1.5,22536,18,3,27.78,22,6,75.4,0,0,1023.5,15,2,125.67,5626.92,3,0,4600,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_5973756579,Down Town Cafe,27.7455935,85.3420463,cafe,,,,True,openstreetmap,3.0,1.0,0.0,222.0,2.0,171.91,11.0,4.0,99.56,1.0,186.43,0.0,500.0,34.38,0.79,7.2,2.41,3,33805,7512,1.5,22536,25,9,65.75,4,3,168.27,1,0,418.55,2,0,243.55,6250.64,10,4,2798,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9524328117,Embassy,27.7277227,85.3239607,cafe,,,,True,openstreetmap,16.0,8.0,0.0,182.34,1.0,139.68,10.0,1.0,127.95,3.0,114.52,1.0,139.68,48.38,1.39,8.0,10.0,3,33805,7512,1.5,22536,20,2,127.95,12,6,18.55,0,0,964.65,13,6,13.04,4584.09,9,1,4247,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5973756583,Fortune Food Cafe & Gazal,27.7425935,85.3394122,cafe,,,,True,openstreetmap,6.0,2.0,0.0,296.33,6.0,348.05,15.0,2.0,106.02,3.0,153.91,1.0,362.31,61.12,1.46,9.5,4.32,3,33805,7512,1.5,22536,33,7,90.96,13,2,84.65,1,0,453.62,5,1,179.16,5918.65,16,4,3388,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2079502752,Green Belt Momo centre,27.7423306,85.3332257,cafe,,,,True,openstreetmap,11.0,0.0,217.34,5806.24,8.0,1500.0,25.0,3.0,184.34,30.0,15.22,1.0,465.62,22.536,2.85,5.57125,3.3,3,33805,7512,1.5,22536,25,3,184.34,30,6,15.22,1,0,465.62,11,0,217.34,5806.24,6,0,855,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10010484033,Green City Cafe,27.7370038,85.3228965,cafe,,,,True,openstreetmap,10.0,3.0,15.16,5331.55,8.0,1500.0,16.0,5.0,115.87,20.0,1.43,0.0,1118.69,22.536,2.5,5.57125,3.0,3,33805,7512,1.5,22536,16,5,115.87,20,4,1.43,0,0,1118.69,10,3,15.16,5331.55,4,2,2550,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9613032437,Himalayan Java,27.7371636,85.3338104,cafe,,,,True,openstreetmap,8.0,4.0,0.0,207.14,10.0,305.08,10.0,0.0,341.86,8.0,12.1,3.0,334.57,87.85,3.13,8.6,5.59,3,33805,7512,1.5,22536,20,0,247.4,30,4,12.1,1,0,367.06,6,3,70.64,5351.74,6,0,1005,enriched,8,2026-03-23T08:51:12.926897+00:00
