place_id,name,lat,lng,type,rating,review_count,price_level,is_operational,source,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,ward_number,population,households,area_sqkm,population_density,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,road_feature_source,dataset_count_raw_files,combined_at
osm_1990685701,Jiwan Dairy and Coffee Shop,27.6744984,85.3802486,cafe,,,,True,openstreetmap,7.0,1.0,40.94,6403.63,8.0,1500.0,0.0,0.0,2106.99,0.0,2594.23,0.0,3703.73,18.952,0.0,5.57125,2.1,32,83390,18531,4.4,18952,0,0,2106.99,0,0,2594.23,0,0,3703.73,7,1,40.94,6403.63,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10050868004,Jugal Cafe,27.6895882,85.3890561,cafe,,,,True,openstreetmap,1.0,0.0,487.73,6697.59,8.0,1500.0,0.0,0.0,2127.25,0.0,2870.14,0.0,4927.97,18.952,0.0,5.57125,0.3,32,83390,18531,4.4,18952,0,0,2127.25,0,0,2870.14,0,0,4927.97,1,0,487.73,6697.59,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121397655,Junction Cafe,27.6845321,85.3444826,cafe,,,,True,openstreetmap,25.0,9.0,0.0,290.06,30.0,313.43,21.0,5.0,32.05,3.0,113.37,0.0,500.0,72.57,2.24,10.0,10.0,32,83390,18531,4.4,18952,48,13,29.61,39,21,18.7,0,0,1302.19,24,8,99.23,4079.52,24,7,6431,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10121417233,Kantipur Cafe,27.6829973,85.3470072,cafe,,,,True,openstreetmap,24.0,10.0,0.0,242.08,26.0,318.47,23.0,8.0,63.27,3.0,33.6,1.0,417.1,81.49,2.4,10.0,10.0,32,83390,18531,4.4,18952,51,15,59.83,55,8,17.45,0,0,1197.75,23,9,13.38,4221.75,25,6,6541,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1990673919,Kavre Bhojanalaya,27.6736122,85.3755146,cafe,,,,True,openstreetmap,8.0,0.0,229.23,6126.72,8.0,1500.0,0.0,0.0,1846.21,0.0,2179.24,0.0,3234.35,18.952,0.0,5.57125,2.4,32,83390,18531,4.4,18952,0,0,1846.21,0,0,2179.24,0,0,3234.35,8,0,229.23,6126.72,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10104876563,Kavre Bhojanalaya And Coffee Shop,27.6743388,85.3889655,cafe,,,,True,openstreetmap,21.0,11.0,19.24,7044.54,8.0,1500.0,0.0,0.0,2832.69,0.0,3311.19,0.0,4560.71,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2832.69,0,0,3311.19,0,0,4560.71,21,11,19.24,7044.54,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2415851429,Khaja Ghar,27.674407,85.39254,cafe,,,,True,openstreetmap,15.0,0.0,203.65,7328.64,8.0,1500.0,0.0,0.0,3143.26,0.0,3616.19,0.0,4912.77,18.952,0.0,5.57125,4.5,32,83390,18531,4.4,18952,0,0,3143.26,0,0,3616.19,0,0,4912.77,15,0,203.65,7328.64,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053049238,Khaja Ghar,27.6740911,85.3874092,cafe,,,,True,openstreetmap,21.0,11.0,16.51,6935.1,8.0,1500.0,0.0,0.0,2712.89,0.0,3194.23,0.0,4406.66,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2712.89,0,0,3194.23,0,0,4406.66,21,11,16.51,6935.1,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1990673920,Khaja Ghar Bhojanalaya,27.6737663,85.3720156,cafe,,,,True,openstreetmap,7.0,5.0,62.43,5896.6,8.0,1500.0,0.0,0.0,1635.72,0.0,1835.33,0.0,2890.39,18.952,0.0,5.57125,2.1,32,83390,18531,4.4,18952,0,0,1635.72,0,0,1835.33,0,0,2890.39,7,5,62.43,5896.6,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10148831434,Khimu Store,27.6767064,85.3855732,cafe,,,,True,openstreetmap,34.0,1.0,125.71,6694.85,8.0,1500.0,0.0,0.0,2414.57,0.0,2890.63,0.0,4244.74,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2414.57,0,0,2890.63,0,0,4244.74,34,1,125.71,6694.85,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10050956436,Khotangey Khajaghar Tatha Bhojanalaya,27.6798988,85.3973038,cafe,,,,True,openstreetmap,10.0,2.0,113.96,7552.2,8.0,1500.0,0.0,0.0,3234.21,0.0,3828.52,0.0,5434.52,18.952,0.0,5.57125,3.0,32,83390,18531,4.4,18952,0,0,3234.21,0,0,3828.52,0,0,5434.52,10,2,113.96,7552.2,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121566034,Kingstar Food Cafe,27.6790518,85.3394111,cafe,,,,True,openstreetmap,17.0,3.0,0.0,309.82,6.0,329.72,15.0,3.0,123.66,0.0,500.0,1.0,93.92,42.02,2.31,9.3,10.0,32,83390,18531,4.4,18952,30,5,120.58,22,8,35.65,0,0,752.9,15,1,87.18,4128.18,13,2,5128,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1990685704,Krishna Khaja Ghar,27.6741841,85.380032,cafe,,,,True,openstreetmap,5.0,1.0,40.94,6402.34,8.0,1500.0,0.0,0.0,2112.99,0.0,2600.29,0.0,3680.94,18.952,0.0,5.57125,1.5,32,83390,18531,4.4,18952,0,0,2112.99,0,0,2600.29,0,0,3680.94,5,1,40.94,6402.34,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10137592127,Lotus Cafe,27.6743247,85.3720818,cafe,,,,True,openstreetmap,7.0,5.0,31.18,5875.39,8.0,1500.0,0.0,0.0,1585.71,0.0,1834.43,0.0,2899.55,18.952,0.0,5.57125,2.1,32,83390,18531,4.4,18952,0,0,1585.71,0,0,1834.43,0,0,2899.55,7,5,31.18,5875.39,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053803434,Lu Swa: Nasa Che,27.6774356,85.3833403,cafe,,,,True,openstreetmap,21.0,6.0,6.54,6505.09,8.0,1500.0,0.0,0.0,2181.91,0.0,2659.29,0.0,4035.24,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2181.91,0,0,2659.29,0,0,4035.24,21,6,6.54,6505.09,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10056130463,Madhyapur A. One Khaja Ghar,27.6792539,85.3858569,cafe,,,,True,openstreetmap,37.0,9.0,25.33,6630.8,8.0,1500.0,0.0,0.0,2316.63,0.0,2789.78,0.0,4309.56,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2316.63,0,0,2789.78,0,0,4309.56,37,9,25.33,6630.8,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10148831458,Madhyapur Dairy and Coffee Shop,27.6809112,85.3860694,cafe,,,,True,openstreetmap,36.0,9.0,19.19,6600.32,8.0,1500.0,0.0,0.0,2220.98,0.0,2740.68,0.0,4363.88,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2220.98,0,0,2740.68,0,0,4363.88,36,9,19.19,6600.32,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10056130459,Madhyapur Newa Nasha: Chey,27.6799219,85.3860171,cafe,,,,True,openstreetmap,36.0,10.0,12.31,6623.19,8.0,1500.0,0.0,0.0,2282.54,0.0,2775.4,0.0,4337.8,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2282.54,0,0,2775.4,0,0,4337.8,36,10,12.31,6623.19,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10058752027,Madhyapur Tiffin House,27.6829083,85.3882801,cafe,,,,True,openstreetmap,25.0,8.0,55.27,6726.89,8.0,1500.0,0.0,0.0,2289.97,0.0,2883.37,0.0,4625.39,18.952,0.0,5.57125,7.5,32,83390,18531,4.4,18952,0,0,2289.97,0,0,2883.37,0,0,4625.39,25,8,55.27,6726.89,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10056130441,Mahim Cafe,27.6799843,85.386569,cafe,,,,True,openstreetmap,36.0,10.0,45.37,6663.72,8.0,1500.0,0.0,0.0,2321.54,0.0,2823.25,0.0,4392.51,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2321.54,0,0,2823.25,0,0,4392.51,36,10,45.37,6663.72,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053049231,Malta Newari Khaja And Special Jhol Momo,27.674552,85.3873643,cafe,,,,True,openstreetmap,21.0,11.0,35.01,6912.49,8.0,1500.0,0.0,0.0,2683.36,0.0,3163.56,0.0,4404.04,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2683.36,0,0,3163.56,0,0,4404.04,21,11,35.01,6912.49,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9993276366,Manohara Indoor Cafe,27.6712006,85.3563435,cafe,,,,True,openstreetmap,9.0,1.0,144.13,5168.19,8.0,1500.0,2.0,0.0,404.36,0.0,551.73,0.0,1359.27,18.952,0.3,5.57125,2.7,32,83390,18531,4.4,18952,2,0,404.36,0,0,551.73,0,0,1359.27,9,1,144.13,5168.19,1,0,250,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121424361,Metro City Cafe,27.6762787,85.3387221,cafe,,,,True,openstreetmap,12.0,2.0,0.0,327.99,10.0,435.41,8.0,1.0,89.23,1.0,303.84,3.0,226.52,38.2,1.68,5.7,8.14,32,83390,18531,4.4,18952,24,4,39.49,19,5,121.36,0,0,538.94,10,1,93.76,4244.9,12,2,2857,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10049362160,Michael Momo,27.6757329,85.3977403,cafe,,,,True,openstreetmap,10.0,3.0,35.23,7715.0,8.0,1500.0,0.0,0.0,3496.62,0.0,4020.22,0.0,5431.04,18.952,0.0,5.57125,3.0,32,83390,18531,4.4,18952,0,0,3496.62,0,0,4020.22,0,0,5431.04,10,3,35.23,7715.0,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10059957269,Micheal Momo,27.6823827,85.3830834,cafe,,,,True,openstreetmap,24.0,1.0,64.75,6342.5,8.0,1500.0,0.0,0.0,1886.96,0.0,2409.05,0.0,4115.12,18.952,0.0,5.57125,7.2,32,83390,18531,4.4,18952,0,0,1886.96,0,0,2409.05,0,0,4115.12,24,1,64.75,6342.5,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10058752040,NEWA: LASA,27.6829959,85.3877276,cafe,,,,True,openstreetmap,24.0,9.0,55.27,6681.01,8.0,1500.0,0.0,0.0,2237.36,0.0,2828.25,0.0,4574.96,18.952,0.0,5.57125,7.2,32,83390,18531,4.4,18952,0,0,2237.36,0,0,2828.25,0,0,4574.96,24,9,55.27,6681.01,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_3632051776,Namaste Khaja Ghar,27.679481,85.3858776,cafe,,,,True,openstreetmap,36.0,9.0,25.33,6625.51,8.0,1500.0,0.0,0.0,2302.23,0.0,2781.61,0.0,4315.75,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2302.23,0,0,2781.61,0,0,4315.75,36,9,25.33,6625.51,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_3500756844,Narayan Krishna Hotel And Newari Khaja Ghar,27.6807113,85.3861075,cafe,,,,True,openstreetmap,36.0,9.0,22.54,6608.45,8.0,1500.0,0.0,0.0,2237.0,0.0,2751.87,0.0,4363.1,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2237.0,0,0,2751.87,0,0,4363.1,36,9,22.54,6608.45,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10058752058,Naya Everest Momo Centre,27.6832048,85.3864872,cafe,,,,True,openstreetmap,25.0,10.0,7.88,6579.48,8.0,1500.0,0.0,0.0,2119.08,0.0,2704.19,0.0,4462.52,18.952,0.0,5.57125,7.5,32,83390,18531,4.4,18952,0,0,2119.08,0,0,2704.19,0,0,4462.52,25,10,7.88,6579.48,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053049221,Neera's Cafe,27.6742087,85.3881133,cafe,,,,True,openstreetmap,21.0,11.0,12.56,6983.81,8.0,1500.0,0.0,0.0,2766.34,0.0,3246.42,0.0,4476.36,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2766.34,0,0,3246.42,0,0,4476.36,21,11,12.56,6983.81,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121424452,New Cafe,27.6807949,85.3449721,cafe,,,,True,openstreetmap,29.0,3.0,0.0,362.4,21.0,471.19,28.0,2.0,162.46,2.0,342.04,2.0,443.15,91.67,0.52,10.0,10.0,32,83390,18531,4.4,18952,56,4,161.68,72,4,69.18,0,0,903.14,28,2,134.5,4225.01,24,2,9359,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10056130457,New Crystal Street Food,27.6800823,85.3861217,cafe,,,,True,openstreetmap,35.0,10.0,9.68,6626.61,8.0,1500.0,0.0,0.0,2279.83,0.0,2778.29,0.0,4351.16,18.952,0.0,5.57125,10.0,32,83390,18531,4.4,18952,0,0,2279.83,0,0,2778.29,0,0,4351.16,35,10,9.68,6626.61,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10059238698,New Shikhar Momo And Khaja Ghar,27.6826695,85.3894839,cafe,,,,True,openstreetmap,23.0,3.0,114.29,6829.09,8.0,1500.0,0.0,0.0,2407.42,0.0,3004.79,0.0,4734.41,18.952,0.0,5.57125,6.9,32,83390,18531,4.4,18952,0,0,2407.42,0,0,3004.79,0,0,4734.41,23,3,114.29,6829.09,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053049245,Newari Khaja GHar And Momo House,27.6753988,85.388185,cafe,,,,True,openstreetmap,25.0,12.0,27.67,6941.72,8.0,1500.0,0.0,0.0,2709.73,0.0,3186.07,0.0,4489.54,18.952,0.0,5.57125,7.5,32,83390,18531,4.4,18952,0,0,2709.73,0,0,3186.07,0,0,4489.54,25,12,27.67,6941.72,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053133633,Newari Khaja Ghar,27.6737112,85.3853725,cafe,,,,True,openstreetmap,20.0,0.0,204.96,6800.21,8.0,1500.0,0.0,0.0,2565.38,0.0,3049.92,0.0,4205.11,18.952,0.0,5.57125,6.0,32,83390,18531,4.4,18952,0,0,2565.38,0,0,3049.92,0,0,4205.11,20,0,204.96,6800.21,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10059063854,Newari Khaja Ghar,27.6772723,85.3887188,cafe,,,,True,openstreetmap,30.0,2.0,41.35,6915.89,8.0,1500.0,0.0,0.0,2669.9,0.0,3137.61,0.0,4559.3,18.952,0.0,5.57125,9.0,32,83390,18531,4.4,18952,0,0,2669.9,0,0,3137.61,0,0,4559.3,30,2,41.35,6915.89,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10059238690,Newari Khaja Ghar,27.6822906,85.3905628,cafe,,,,True,openstreetmap,19.0,1.0,114.29,6925.51,8.0,1500.0,0.0,0.0,2521.22,0.0,3118.16,0.0,4828.65,18.952,0.0,5.57125,5.7,32,83390,18531,4.4,18952,0,0,2521.22,0,0,3118.16,0,0,4828.65,19,1,114.29,6925.51,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121401002,Oats Cafe,27.6787678,85.3355234,cafe,,,,True,openstreetmap,9.0,4.0,0.0,269.74,7.0,185.98,8.0,0.0,274.66,0.0,500.0,2.0,343.02,28.01,3.14,3.0,6.23,32,83390,18531,4.4,18952,18,0,255.03,16,2,15.75,0,0,958.05,7,3,67.78,4053.09,8,0,2240,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10147414098,Paris Foodland And Cafe,27.6828095,85.3462384,cafe,,,,True,openstreetmap,27.0,6.0,0.0,277.33,25.0,346.79,24.0,6.0,135.4,3.0,111.96,1.0,447.84,84.03,1.98,10.0,10.0,32,83390,18531,4.4,18952,52,12,133.42,59,8,77.05,0,0,1153.03,26,5,78.53,4198.23,25,5,8391,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10053049223,Parisama Bhojanalaya,27.6742325,85.388238,cafe,,,,True,openstreetmap,21.0,11.0,12.56,6992.41,8.0,1500.0,0.0,0.0,2775.72,0.0,3255.57,0.0,4488.72,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2775.72,0,0,3255.57,0,0,4488.72,21,11,12.56,6992.41,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10103295967,Pasang Dolmo Hotel And Khaja Ghar,27.675207,85.388006,cafe,,,,True,openstreetmap,23.0,12.0,27.67,6935.3,8.0,1500.0,0.0,0.0,2703.88,0.0,3181.15,0.0,4470.69,18.952,0.0,5.57125,6.9,32,83390,18531,4.4,18952,0,0,2703.88,0,0,3181.15,0,0,4470.69,23,12,27.67,6935.3,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9999286867,Pizza Cafe With Gaming House,27.6702623,85.3528772,cafe,,,,True,openstreetmap,13.0,5.0,12.95,5067.39,8.0,1500.0,14.0,0.0,271.69,2.0,350.16,0.0,1047.16,18.952,1.8,5.57125,3.9,32,83390,18531,4.4,18952,14,0,271.69,2,0,350.16,0,0,1047.16,13,5,12.95,5067.39,6,0,2241,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053049249,Prem Khaja Ghar,27.6747271,85.3880066,cafe,,,,True,openstreetmap,22.0,12.0,53.36,6954.33,8.0,1500.0,0.0,0.0,2729.11,0.0,3207.88,0.0,4468.06,18.952,0.0,5.57125,6.6,32,83390,18531,4.4,18952,0,0,2729.11,0,0,3207.88,0,0,4468.06,22,12,53.36,6954.33,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10050716135,Puspanjali Top Momo Centre,27.6651796,85.36672,cafe,,,,True,openstreetmap,4.0,4.0,36.71,6061.25,8.0,1500.0,0.0,0.0,1624.85,0.0,1728.4,0.0,2519.5,18.952,0.0,5.57125,1.2,32,83390,18531,4.4,18952,0,0,1624.85,0,0,1728.4,0,0,2519.5,4,4,36.71,6061.25,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10053803446,R And R Newari Khaja tatha Momo Centre,27.6785449,85.3833711,cafe,,,,True,openstreetmap,21.0,5.0,36.53,6469.7,8.0,1500.0,0.0,0.0,2130.55,0.0,2602.85,0.0,4055.38,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2130.55,0,0,2602.85,0,0,4055.38,21,5,36.53,6469.7,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121599002,Raj Coffee Shop,27.6812043,85.3436868,cafe,,,,True,openstreetmap,25.0,5.0,0.0,348.37,1.0,457.37,28.0,2.0,104.94,2.0,414.09,0.0,500.0,84.03,0.05,10.0,10.0,32,83390,18531,4.4,18952,58,5,103.12,47,5,60.75,0,0,925.33,23,4,134.33,4164.85,26,3,9644,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10051660855,Ram Daiko Khaja Ghar,27.6885289,85.3983164,cafe,,,,True,openstreetmap,5.0,3.0,52.13,7489.22,8.0,1500.0,0.0,0.0,3046.41,0.0,3782.83,0.0,5746.5,18.952,0.0,5.57125,1.5,32,83390,18531,4.4,18952,0,0,3046.41,0,0,3782.83,0,0,5746.5,5,3,52.13,7489.22,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10026882908,Ramechap Khana Khaja And Momo Ghar,27.6747824,85.3715855,cafe,,,,True,openstreetmap,7.0,5.0,70.56,5824.39,8.0,1500.0,0.0,0.0,1516.87,0.0,1781.2,0.0,2853.96,18.952,0.0,5.57125,2.1,32,83390,18531,4.4,18952,0,0,1516.87,0,0,1781.2,0,0,2853.96,7,5,70.56,5824.39,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10110407247,Ramesh Cafe,27.6853498,85.3877807,cafe,,,,True,openstreetmap,15.0,1.0,55.3,6643.76,8.0,1500.0,0.0,0.0,2131.01,0.0,2779.85,0.0,4650.88,18.952,0.0,5.57125,4.5,32,83390,18531,4.4,18952,0,0,2131.01,0,0,2779.85,0,0,4650.88,15,1,55.3,6643.76,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1044644587,Readers Hub,27.6746421,85.3671075,cafe,,,,True,openstreetmap,11.0,1.0,90.88,5560.53,8.0,1500.0,0.0,0.0,1230.63,0.0,1343.62,0.0,2413.07,18.952,0.0,5.57125,3.3,32,83390,18531,4.4,18952,0,0,1230.63,0,0,1343.62,0,0,2413.07,11,1,90.88,5560.53,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10105203542,Ridam Khaja Ghar,27.6776434,85.3928608,cafe,,,,True,openstreetmap,12.0,0.0,253.1,7239.92,8.0,1500.0,0.0,0.0,2977.87,0.0,3495.15,0.0,4969.25,18.952,0.0,5.57125,3.6,32,83390,18531,4.4,18952,0,0,2977.87,0,0,3495.15,0,0,4969.25,12,0,253.1,7239.92,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121599013,Ringo S Cafe,27.6797805,85.3397379,cafe,,,,True,openstreetmap,17.0,4.0,0.0,300.0,6.0,354.48,14.0,5.0,61.75,0.0,500.0,1.0,180.85,39.47,1.9,6.5,10.0,32,83390,18531,4.4,18952,30,9,59.09,27,6,20.08,0,0,814.89,15,2,87.18,4104.82,14,4,5558,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10024851083,Roadside Cafe,27.6858625,85.3447406,cafe,,,,True,openstreetmap,23.0,9.0,0.0,286.94,29.0,246.8,19.0,7.0,88.69,3.0,38.73,0.0,500.0,67.48,3.04,10.0,10.0,32,83390,18531,4.4,18952,46,16,88.69,39,19,6.94,0,0,1452.22,22,8,23.68,4052.15,25,8,6711,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6064242847,Ruby Bakery Cafe,27.6742674,85.3723917,cafe,,,,True,openstreetmap,6.0,5.0,31.18,5897.33,8.0,1500.0,0.0,0.0,1607.22,0.0,1865.44,0.0,2929.69,18.952,0.0,5.57125,1.8,32,83390,18531,4.4,18952,0,0,1607.22,0,0,1865.44,0,0,2929.69,6,5,31.18,5897.33,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10050716156,S & S Food Corner,27.6650216,85.3671759,cafe,,,,True,openstreetmap,4.0,4.0,13.07,6096.28,8.0,1500.0,0.0,0.0,1672.26,0.0,1776.21,0.0,2567.7,18.952,0.0,5.57125,1.2,32,83390,18531,4.4,18952,0,0,1672.26,0,0,1776.21,0,0,2567.7,4,4,13.07,6096.28,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121523091,S Cafe,27.6830902,85.3477676,cafe,,,,True,openstreetmap,23.0,10.0,0.0,242.55,32.0,333.04,20.0,8.0,34.79,3.0,41.98,2.0,390.27,77.67,2.32,10.0,10.0,32,83390,18531,4.4,18952,45,14,31.53,53,9,41.98,0,0,1235.82,22,9,17.04,4249.34,22,5,5866,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11399486869,SM BAKERY CAFE & GAMING,27.680078,85.3431934,cafe,,,,True,openstreetmap,20.0,6.0,0.0,318.16,6.0,476.9,21.0,4.0,95.84,1.0,477.09,1.0,460.52,63.66,0.27,9.0,10.0,32,83390,18531,4.4,18952,44,7,95.84,47,6,102.82,0,0,796.36,18,5,116.8,4193.44,21,3,8559,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10059063851,Sagarmatha Khaja Ghar,27.6762966,85.3886336,cafe,,,,True,openstreetmap,30.0,7.0,108.82,6943.31,8.0,1500.0,0.0,0.0,2705.8,0.0,3178.0,0.0,4540.75,18.952,0.0,5.57125,9.0,32,83390,18531,4.4,18952,0,0,2705.8,0,0,3178.0,0,0,4540.75,30,7,108.82,6943.31,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10121424551,Salyan Basanta Tandoori Dawa and Cafe,27.6796172,85.3468835,cafe,,,,True,openstreetmap,22.0,4.0,0.0,343.55,30.0,298.53,21.0,7.0,72.07,2.0,202.81,3.0,244.56,77.67,4.1,10.0,10.0,32,83390,18531,4.4,18952,43,15,19.91,56,10,81.45,0,0,851.0,21,3,29.56,4343.36,19,7,5965,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10053465389,Samjhana Dairy and Coffee Shop,27.6797883,85.3647687,cafe,,,,True,openstreetmap,2.0,1.0,110.14,5218.69,8.0,1500.0,0.0,0.0,753.06,0.0,1163.52,0.0,2304.98,18.952,0.0,5.57125,0.6,32,83390,18531,4.4,18952,0,0,753.06,0,0,1163.52,0,0,2304.98,2,1,110.14,5218.69,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10049098919,Sangam Khaja Ghar,27.6723446,85.364831,cafe,,,,True,openstreetmap,8.0,5.0,5.54,5541.09,8.0,1500.0,0.0,0.0,1068.61,0.0,1183.1,0.0,2182.37,18.952,0.0,5.57125,2.4,32,83390,18531,4.4,18952,0,0,1068.61,0,0,1183.1,0,0,2182.37,8,5,5.54,5541.09,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10049362169,Satkar Food Land,27.6761743,85.3979181,cafe,,,,True,openstreetmap,10.0,5.0,16.94,7715.17,8.0,1500.0,0.0,0.0,3485.61,0.0,4018.32,0.0,5451.53,18.952,0.0,5.57125,3.0,32,83390,18531,4.4,18952,0,0,3485.61,0,0,4018.32,0,0,5451.53,10,5,16.94,7715.17,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10050716152,Shrestha Food & Cafe,27.6651059,85.3670834,cafe,,,,True,openstreetmap,4.0,4.0,13.07,6085.8,8.0,1500.0,0.0,0.0,1659.59,0.0,1765.11,0.0,2555.93,18.952,0.0,5.57125,1.2,32,83390,18531,4.4,18952,0,0,1659.59,0,0,1765.11,0,0,2555.93,4,4,13.07,6085.8,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_4377572768,Siddhartha Sweets and Bakery,27.6832434,85.3477695,cafe,,,,True,openstreetmap,23.0,10.0,0.0,239.49,27.0,292.43,20.0,7.0,50.72,3.0,47.46,1.0,405.87,73.85,2.74,10.0,10.0,32,83390,18531,4.4,18952,45,12,46.8,53,10,47.46,0,0,1251.49,22,9,15.05,4244.47,22,4,5866,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10056186924,Sindhupalchowk Khaja Ghar,27.6788732,85.3833852,cafe,,,,True,openstreetmap,21.0,5.0,36.53,6460.24,8.0,1500.0,0.0,0.0,2116.93,0.0,2587.47,0.0,4062.52,18.952,0.0,5.57125,6.3,32,83390,18531,4.4,18952,0,0,2116.93,0,0,2587.47,0,0,4062.52,21,5,36.53,6460.24,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
