place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at
osm_4377572768,Siddhartha Sweets and Bakery,cafe,openstreetmap,27.6832434,85.3477695,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,23.0,10.0,0.0,239.49,27.0,292.43,20.0,7.0,50.72,3.0,47.46,1.0,405.87,22,4,5866,11.2354,2.74,10.0,10.0,10.9552,11.3313,enriched,True,45,12,46.8,53,10,47.46,0,0,1251.49,22,9,15.05,4244.47,8,2026-03-23T08:50:30.648265+00:00
osm_4396927189,अमित अंकित खाजा घर (अड्डा),cafe,openstreetmap,27.6905661,85.2828665,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,0.0,252.71,5425.85,8.0,1500.0,20.0,0.0,244.05,7.0,136.24,2.0,353.89,9,0,2741,4.7333,3.2,5.57125,3.0,8.0563,10.5348,fallback,True,20,0,244.05,7,1,136.24,2,0,353.89,10,0,252.71,5425.85,8,2026-03-23T08:50:30.648265+00:00
osm_4401051297,Unknown Cafe,cafe,openstreetmap,27.7081859,85.322004,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,25.0,9.0,0.0,269.56,11.0,293.34,12.0,1.0,138.76,8.0,291.42,2.0,148.62,16,1,10398,7.8999,3.56,10.0,10.0,5.6152,9.2848,enriched,True,33,4,45.59,21,2,151.89,0,0,557.12,24,8,38.1,3637.76,8,2026-03-23T08:50:30.648265+00:00
osm_4403774690,सोहन,cafe,openstreetmap,27.7063656,85.2970783,13.0,38439.0,8542.0,1.95,19712.0,19.712,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,91.07,0.0,500.0,10.0,2.0,171.77,0.0,500.0,0.0,500.0,10,1,3713,5.594,0.0,5.0,1.77,8.6492,10.5569,enriched,True,20,3,169.94,2,0,418.54,0,0,590.47,1,1,182.13,4543.23,8,2026-03-23T08:50:30.648265+00:00
osm_4407301189,Unknown Cafe,cafe,openstreetmap,27.6701675,85.3242253,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,37.0,0.0,233.62,4425.72,8.0,1500.0,9.0,1.0,123.64,21.0,70.09,1.0,350.52,0,0,0,0.0,2.7,5.57125,10.0,7.9063,10.5348,fallback,True,9,1,123.64,21,1,70.09,1,0,350.52,37,0,233.62,4425.72,8,2026-03-23T08:50:30.648265+00:00
osm_440880101,Samjhana's Cafe,cafe,openstreetmap,27.7201671,85.3614127,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,29.0,12.0,90.7,5202.52,8.0,1500.0,18.0,4.0,108.69,3.0,50.12,0.0,1446.7,10,2,4357,6.076,1.95,5.57125,8.7,14.0552,10.9895,fallback,True,18,4,108.69,3,2,50.12,0,0,1446.7,29,12,90.7,5202.52,8,2026-03-23T08:50:30.648265+00:00
osm_4411694208,बिया क्याफे बेकरी,cafe,openstreetmap,27.7121724,85.2880845,15.0,52668.0,11704.0,2.25,23408.0,23.408,0.0,0.0,0.0,0,0.0,0.0,5.0,4.0,0.0,189.15,1.0,186.19,10.0,4.0,8.75,2.0,328.86,1.0,186.19,7,1,1306,4.3351,1.21,6.1,3.68,10.6908,10.8718,enriched,True,18,6,8.75,2,0,328.86,0,0,854.94,4,3,183.38,5298.96,8,2026-03-23T08:50:30.648265+00:00
osm_4418021591,Unknown Cafe,cafe,openstreetmap,27.7188053,85.3175635,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,0.0,232.93,4.0,238.31,6.0,1.0,158.67,1.0,165.99,4.0,69.21,6,0,2525,3.6669,3.35,9.4,10.0,7.1804,9.3538,enriched,True,14,1,158.67,8,2,165.99,0,0,834.28,14,6,34.09,4095.15,8,2026-03-23T08:50:30.648265+00:00
osm_4437847089,Teafresho Tea Lounge,cafe,openstreetmap,27.7116015,85.3126146,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,99.0,19.0,0.0,316.23,19.0,440.06,24.0,3.0,113.67,3.0,219.48,2.0,373.53,18,3,6130,9.3942,1.13,10.0,10.0,4.414,8.6286,enriched,True,44,6,113.67,21,4,51.93,1,0,246.39,96,17,50.37,3888.86,8,2026-03-23T08:50:30.648265+00:00
osm_4454912989,Unknown Cafe,cafe,openstreetmap,27.7199706,85.3175898,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,16.0,5.0,0.0,250.55,3.0,233.51,6.0,1.0,182.45,1.0,44.06,3.0,102.18,5,0,425,2.9609,3.09,6.6,10.0,7.3491,10.5348,enriched,True,13,1,182.45,9,3,44.06,0,0,811.49,15,4,45.81,4161.2,8,2026-03-23T08:50:30.648265+00:00
osm_4456060691,Chamena Griha,cafe,openstreetmap,27.6951667,85.3238823,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,3.0,1.0,0.0,302.77,19.0,384.71,1.0,0.0,463.16,2.0,229.59,1.0,465.82,4,0,3900,3.0538,1.47,2.9,2.41,3.7572,10.1261,enriched,True,7,0,343.69,2,0,229.59,1,0,295.78,2,0,438.07,3548.01,8,2026-03-23T08:50:30.648265+00:00
osm_4464318792,Unknown Cafe,cafe,openstreetmap,27.6720257,85.3169819,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,5.0,6.75,4373.81,8.0,1500.0,15.0,5.0,84.69,12.0,170.97,0.0,808.67,0,0,0,0.0,2.5,5.57125,5.7,7.8463,10.5348,fallback,True,15,5,84.69,12,1,170.97,0,0,808.67,19,5,6.75,4373.81,8,2026-03-23T08:50:30.648265+00:00
osm_4473078805,Unknown Cafe,cafe,openstreetmap,27.6533294,85.3047916,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,3.0,64.77,6154.28,8.0,1500.0,0.0,0.0,837.63,4.0,68.52,0.0,923.18,0,0,0,0.0,0.6,5.57125,1.2,7.2763,10.5348,fallback,True,0,0,837.63,4,4,68.52,0,0,923.18,4,3,64.77,6154.28,8,2026-03-23T08:50:30.648265+00:00
osm_4475439492,मोक्तान क्याफे,cafe,openstreetmap,27.6816055,85.3201114,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,18.0,5.0,18.2,3854.67,8.0,1500.0,10.0,1.0,96.29,12.0,219.01,1.0,283.46,0,0,0,0.0,2.85,5.57125,5.4,7.9513,10.5348,fallback,True,10,1,96.29,12,0,219.01,1,0,283.46,18,5,18.2,3854.67,8,2026-03-23T08:50:30.648265+00:00
osm_4513310490,Unknown Cafe,cafe,openstreetmap,27.724934,85.3606975,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,32.0,5.0,0.0,337.43,9.0,360.26,15.0,1.0,190.63,2.0,96.02,5.0,243.54,16,0,5596,7.326,2.24,10.0,10.0,15.6922,10.9895,enriched,True,31,1,190.63,2,1,96.02,0,0,1385.3,31,4,159.24,5400.09,8,2026-03-23T08:50:30.648265+00:00
osm_4525794489,फ्रेश बिन्ज,cafe,openstreetmap,27.6875922,85.3408528,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,11.0,2.0,0.0,349.52,30.0,305.95,14.0,2.0,53.19,3.0,221.43,0.0,500.0,21,2,14501,10.1664,2.33,8.9,7.5,8.3773,10.9107,enriched,True,37,4,49.91,18,1,184.24,0,0,1505.51,10,1,78.65,3882.58,8,2026-03-23T08:50:30.648265+00:00
osm_4531176389,कार्गो इन्टरनेट क्याफे,cafe,openstreetmap,27.7159887,85.3114876,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,94.0,35.0,0.0,250.38,12.0,391.59,14.0,2.0,106.6,5.0,191.35,5.0,367.73,13,2,5515,7.1731,2.16,10.0,10.0,8.2602,10.5348,enriched,True,32,4,104.79,29,9,104.7,0,0,602.88,90,33,73.61,4097.42,8,2026-03-23T08:50:30.648265+00:00
osm_4542809792,Unknown Cafe,cafe,openstreetmap,27.7249512,85.3530592,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,0.0,313.3,6.0,389.26,18.0,4.0,146.86,1.0,456.0,4.0,306.66,20,4,7390,10.5816,1.85,9.0,5.59,15.2252,10.9895,enriched,True,38,8,145.63,2,0,456.0,0,0,796.36,8,0,299.23,5021.32,8,2026-03-23T08:50:30.648265+00:00
osm_4543377289,Unknown Cafe,cafe,openstreetmap,27.7235524,85.2711873,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1383.75,7026.81,8.0,1500.0,1.0,1.0,81.66,0.0,1157.44,1.0,104.83,0,0,0,0.0,0.5,5.57125,0.0,7.2463,10.5348,fallback,True,1,1,81.66,0,0,1157.44,1,1,104.83,0,0,1383.75,7026.81,8,2026-03-23T08:50:30.648265+00:00
osm_4550087489,Unknown Cafe,cafe,openstreetmap,27.7125495,85.2899786,15.0,52668.0,11704.0,2.25,23408.0,23.408,0.0,0.0,0.0,0,0.0,0.0,6.0,4.0,0.0,201.97,15.0,395.21,9.0,4.0,184.33,2.0,180.85,1.0,50.82,5,3,1497,4.5624,2.46,9.8,4.32,12.3608,10.8718,enriched,True,15,7,184.33,5,1,180.85,0,0,846.28,5,3,52.03,5179.15,8,2026-03-23T08:50:30.648265+00:00
osm_4553535333,Unknown Cafe,cafe,openstreetmap,27.6889259,85.3089849,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,8.0,0.0,257.11,3943.88,8.0,1500.0,1.0,0.0,446.79,3.0,141.65,0.0,1327.47,0,0,0,0.0,0.6,5.57125,2.4,7.2763,10.5348,fallback,True,1,0,446.79,3,1,141.65,0,0,1327.47,8,0,257.11,3943.88,8,2026-03-23T08:50:30.648265+00:00
osm_4561938989,नाईस फुड क्याफे,cafe,openstreetmap,27.6737801,85.3420983,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,14.0,4.0,0.0,307.32,6.0,46.0,10.0,2.0,147.08,2.0,134.5,2.0,38.21,17,7,4751,10.7933,5.69,10.0,9.41,11.8402,11.3313,enriched,True,32,12,18.48,17,5,25.74,1,1,110.44,12,3,74.66,4471.28,8,2026-03-23T08:50:30.648265+00:00
osm_4561939189,मोमो पासाल,cafe,openstreetmap,27.6770413,85.3427952,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,25.0,1.0,0.0,364.84,16.0,398.15,20.0,3.0,109.34,3.0,270.92,4.0,369.61,25,3,9249,11.9265,2.02,10.0,10.0,10.7392,11.3313,enriched,True,50,6,106.81,41,4,65.93,1,0,457.23,23,0,200.03,4318.46,8,2026-03-23T08:50:30.648265+00:00
osm_4566227089,Unknown Cafe,cafe,openstreetmap,27.721634,85.3625473,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,38.0,20.0,0.0,216.83,6.0,392.93,7.0,0.0,210.39,4.0,134.23,2.0,244.87,11,0,1238,5.2744,1.5,5.8,10.0,14.0002,10.9895,enriched,True,18,0,210.39,4,2,134.23,0,0,1591.35,35,18,15.93,5333.62,8,2026-03-23T08:50:30.648265+00:00
osm_4569964089,Unknown Cafe,cafe,openstreetmap,27.6949284,85.3349583,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,2.0,0.0,320.0,15.0,323.51,24.0,5.0,70.05,5.0,217.17,1.0,317.31,27,7,8709,14.4144,2.61,10.0,6.87,9.4294,10.3844,enriched,True,54,13,20.12,11,0,217.17,0,0,840.88,9,1,78.51,3632.02,8,2026-03-23T08:50:30.648265+00:00
osm_458434935,Aarubari Tea Shop and Bakery,cafe,openstreetmap,27.735646,85.3771679,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,672.81,7083.95,8.0,1500.0,0.0,0.0,617.61,0.0,960.15,0.0,2738.5,0,0,0,0.0,0.0,5.57125,0.0,7.0963,10.5348,fallback,True,0,0,617.61,0,0,960.15,0,0,2738.5,0,0,672.81,7083.95,8,2026-03-23T08:50:30.648265+00:00
osm_4601419793,Unknown Cafe,cafe,openstreetmap,27.7172304,85.3156491,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,37.0,2.0,0.0,363.48,12.0,366.36,6.0,1.0,155.09,3.0,403.25,4.0,57.5,5,2,2785,4.2365,3.65,8.7,10.0,8.2522,10.5348,enriched,True,12,3,127.51,18,2,43.97,0,0,625.85,36,1,140.33,4048.58,8,2026-03-23T08:50:30.648265+00:00
osm_4622809990,Unknown Cafe,cafe,openstreetmap,27.7039759,85.3268385,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,13.0,1.0,0.0,360.45,2.0,358.28,24.0,5.0,108.16,6.0,252.03,1.0,497.06,22,5,14178,11.8619,0.35,10.0,8.78,5.9062,10.1261,enriched,True,54,10,102.8,17,0,252.03,0,0,1012.47,12,0,212.5,3564.35,8,2026-03-23T08:50:30.648265+00:00
osm_4631686496,Unknown Cafe,cafe,openstreetmap,27.6810705,85.3205353,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,17.0,7.0,12.7,3869.19,8.0,1500.0,11.0,1.0,167.29,15.0,252.99,1.0,217.95,0,0,0,0.0,2.85,5.57125,5.1,7.9513,10.5348,fallback,True,11,1,167.29,15,0,252.99,1,0,217.95,17,7,12.7,3869.19,8,2026-03-23T08:50:30.648265+00:00
osm_4637331289,फालानो कफी घर,cafe,openstreetmap,27.6792609,85.3170332,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,35.0,1.0,180.89,3991.99,8.0,1500.0,7.0,0.0,289.64,23.0,49.93,1.0,366.16,0,0,0,0.0,2.4,5.57125,10.0,7.8163,10.5348,fallback,True,7,0,289.64,23,3,49.93,1,0,366.16,35,1,180.89,3991.99,8,2026-03-23T08:50:30.648265+00:00
osm_4646679991,Unknown Cafe,cafe,openstreetmap,27.7214768,85.3201219,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,14.0,6.0,0.0,239.17,2.0,382.08,9.0,1.0,118.6,1.0,258.1,2.0,312.69,8,1,430,4.4632,0.91,7.2,9.41,5.6784,9.3538,enriched,True,18,3,118.6,9,1,46.63,0,0,815.39,13,5,35.12,4210.39,8,2026-03-23T08:50:30.648265+00:00
osm_4648488894,Unknown Cafe,cafe,openstreetmap,27.6628945,85.2943699,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,4.0,1.0,158.49,5824.18,8.0,1500.0,1.0,0.0,478.35,1.0,414.84,0.0,1132.15,0,0,0,0.0,0.3,5.57125,1.2,7.1863,10.5348,fallback,True,1,0,478.35,1,0,414.84,0,0,1132.15,4,1,158.49,5824.18,8,2026-03-23T08:50:30.648265+00:00
osm_4658967594,Unknown Cafe,cafe,openstreetmap,27.6916172,85.285672,14.0,47412.0,10536.0,2.1,22577.0,22.577,0.0,0.0,0.0,0,0.0,0.0,5.0,1.0,0.0,315.05,15.0,355.33,9.0,3.0,46.62,3.0,306.51,2.0,287.9,9,4,2472,6.5126,2.75,6.5,3.68,11.0019,10.7667,enriched,True,18,7,46.62,6,0,306.51,2,0,447.8,5,0,299.94,5216.92,8,2026-03-23T08:50:30.648265+00:00
osm_4664767490,Redmud Coffee,cafe,openstreetmap,27.6931779,85.3190344,11.0,14313.0,3180.0,1.65,8674.0,8.674,0.0,0.0,0.0,0,0.0,0.0,7.0,2.0,0.0,267.97,29.0,338.98,2.0,1.0,129.84,7.0,310.33,4.0,93.43,5,3,4455,4.7804,3.44,9.1,4.96,7.2529,9.569,enriched,True,10,6,105.98,15,0,226.88,1,0,231.72,6,1,115.9,3612.89,8,2026-03-23T08:50:30.648265+00:00
osm_4688178792,Unknown Cafe,cafe,openstreetmap,27.7153615,85.3089237,16.0,85849.0,19077.0,2.4,35770.0,35.77,0.0,0.0,0.0,0,0.0,0.0,95.0,21.0,0.0,293.7,12.0,383.85,18.0,1.0,113.21,5.0,257.21,7.0,349.93,19,2,9910,9.3903,2.17,10.0,10.0,16.6705,11.3604,enriched,True,41,5,64.42,33,3,27.69,0,0,580.82,91,19,23.53,4169.01,8,2026-03-23T08:50:30.648265+00:00
osm_4691672790,Unknown Cafe,cafe,openstreetmap,27.7182397,85.3102307,16.0,85849.0,19077.0,2.4,35770.0,35.77,0.0,0.0,0.0,0,0.0,0.0,57.0,8.0,0.0,345.37,11.0,278.24,16.0,4.0,12.2,3.0,105.19,7.0,91.37,16,2,8495,8.3095,4.5,10.0,10.0,17.3695,11.3604,enriched,True,37,8,12.2,31,11,46.74,0,0,839.94,54,7,130.56,4265.72,8,2026-03-23T08:50:30.648265+00:00
osm_4706228913,Unknown Cafe,cafe,openstreetmap,27.6648349,85.3190656,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,253.01,4861.51,8.0,1500.0,4.0,1.0,141.9,6.0,240.68,2.0,423.18,0,0,0,0.0,2.2,5.57125,1.5,7.7563,10.5348,fallback,True,4,1,141.9,6,0,240.68,2,0,423.18,5,0,253.01,4861.51,8,2026-03-23T08:50:30.648265+00:00
osm_4707907789,Unknown Cafe,cafe,openstreetmap,27.7263913,85.3025702,16.0,85849.0,19077.0,2.4,35770.0,35.77,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,267.72,9.0,1.0,194.31,2.0,226.07,3.0,67.38,11,1,4399,5.9779,3.79,10.0,1.14,17.1565,11.3604,enriched,True,21,2,194.31,5,1,117.62,0,0,536.37,0,0,743.37,5120.39,8,2026-03-23T08:50:30.648265+00:00
osm_4716645091,Unknown Cafe,cafe,openstreetmap,27.749123,85.2953315,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1833.64,7256.94,8.0,1500.0,0.0,0.0,1096.17,0.0,1166.37,0.0,508.62,0,0,0,0.0,0.0,5.57125,0.0,7.0963,10.5348,fallback,True,0,0,1096.17,0,0,1166.37,0,0,508.62,0,0,1833.64,7256.94,8,2026-03-23T08:50:30.648265+00:00
osm_4723545207,Unknown Cafe,cafe,openstreetmap,27.6747667,85.3227411,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,56.0,12.0,50.74,4138.97,8.0,1500.0,13.0,2.0,83.86,27.0,94.11,0.0,522.28,0,0,0,0.0,2.5,5.57125,10.0,7.8463,10.5348,fallback,True,13,2,83.86,27,7,94.11,0,0,522.28,56,12,50.74,4138.97,8,2026-03-23T08:50:30.648265+00:00
osm_4731474722,साजन फूड क्याफे र स्यान्डविच पसल,cafe,openstreetmap,27.7134845,85.3120881,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,103.0,50.0,0.0,233.38,6.0,314.83,16.0,0.0,245.35,4.0,284.55,0.0,500.0,18,0,9340,8.1284,1.33,7.9,10.0,7.2762,10.5348,enriched,True,36,0,239.31,26,3,77.93,1,0,363.08,99,47,21.74,3966.81,8,2026-03-23T08:50:30.648265+00:00
osm_4731862821,Unknown Cafe,cafe,openstreetmap,27.6776598,85.3138856,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,32.0,11.0,95.68,4132.89,8.0,1500.0,5.0,0.0,336.79,18.0,203.17,0.0,694.99,0,0,0,0.0,1.75,5.57125,9.6,7.6213,10.5348,fallback,True,5,0,336.79,18,0,203.17,0,0,694.99,32,11,95.68,4132.89,8,2026-03-23T08:50:30.648265+00:00
osm_4739830723,Unknown Cafe,cafe,openstreetmap,27.693052,85.3404039,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,0.0,282.6,17.0,342.63,25.0,5.0,36.98,4.0,275.38,1.0,423.15,31,6,9132,15.3739,2.09,10.0,5.59,8.6903,10.9107,enriched,True,57,11,36.98,14,0,234.95,0,0,896.84,7,0,204.95,3781.52,8,2026-03-23T08:50:30.648265+00:00
osm_4741180321,Unknown Cafe,cafe,openstreetmap,27.7055989,85.3256988,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,24.0,2.0,0.0,319.6,8.0,449.29,24.0,4.0,37.74,7.0,60.81,2.0,338.99,24,4,19080,12.1713,0.95,10.0,10.0,5.6782,9.9822,enriched,True,57,10,37.74,18,2,60.81,0,0,873.59,23,1,9.37,3582.13,8,2026-03-23T08:50:30.648265+00:00
osm_4742382628,Unknown Cafe,cafe,openstreetmap,27.6929724,85.3669302,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,4.0,1.0,0.0,265.63,5.0,430.22,11.0,2.0,52.04,0.0,500.0,1.0,428.39,11,3,3181,6.8131,0.61,5.6,3.05,8.7762,11.3313,enriched,True,22,5,52.04,0,0,801.58,0,0,2775.49,3,0,322.35,5075.39,8,2026-03-23T08:50:30.648265+00:00
osm_4742688321,ला पाना-अर्जेन्टिनी क्याफेटेरिया,cafe,openstreetmap,27.6764587,85.3086333,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,27.0,4.0,105.07,4361.12,8.0,1500.0,6.0,2.0,121.0,5.0,127.94,0.0,1229.12,0,0,0,0.0,1.65,5.57125,8.1,7.5913,10.5348,fallback,True,6,2,121.0,5,2,127.94,0,0,1229.12,27,4,105.07,4361.12,8,2026-03-23T08:50:30.648265+00:00
osm_4744759928,Sharma's Tea Shop,cafe,openstreetmap,27.6890496,85.3127722,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,14.0,1.0,61.66,3812.21,8.0,1500.0,5.0,0.0,319.98,8.0,374.31,0.0,992.95,1,0,2200,1.8893,1.75,5.57125,4.2,7.6213,10.5348,fallback,True,5,0,319.98,8,0,374.31,0,0,992.95,14,1,61.66,3812.21,8,2026-03-23T08:50:30.648265+00:00
osm_4754370529,Unknown Cafe,cafe,openstreetmap,27.6783062,85.312212,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,38.0,10.0,8.33,4150.74,8.0,1500.0,2.0,0.0,241.9,15.0,279.97,0.0,845.42,0,0,0,0.0,1.3,5.57125,10.0,7.4863,10.5348,fallback,True,2,0,241.9,15,0,279.97,0,0,845.42,38,10,8.33,4150.74,8,2026-03-23T08:50:30.648265+00:00
osm_4754408622,Unknown Cafe,cafe,openstreetmap,27.6781984,85.3128841,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,38.0,9.0,30.55,4135.74,8.0,1500.0,3.0,0.0,306.54,15.0,298.63,0.0,781.14,0,0,0,0.0,1.45,5.57125,10.0,7.5313,10.5348,fallback,True,3,0,306.54,15,0,298.63,0,0,781.14,38,9,30.55,4135.74,8,2026-03-23T08:50:30.648265+00:00
osm_4754408623,Busy Bean,cafe,openstreetmap,27.6772801,85.3091608,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,32.0,8.0,41.66,4301.43,8.0,1500.0,6.0,1.0,148.11,5.0,64.83,0.0,1159.22,0,0,0,0.0,1.65,5.57125,9.6,7.5913,10.5348,fallback,True,6,1,148.11,5,1,64.83,0,0,1159.22,32,8,41.66,4301.43,8,2026-03-23T08:50:30.648265+00:00
osm_4756445222,Unknown Cafe,cafe,openstreetmap,27.7320573,85.3436325,4.0,43311.0,9624.0,1.6,27069.0,27.069,0.0,0.0,0.0,0,0.0,0.0,4.0,1.0,0.0,328.25,9.0,286.26,2.0,0.0,370.7,0.0,500.0,2.0,64.44,4,0,745,2.7229,3.88,3.7,3.05,11.9332,10.6762,enriched,True,9,0,230.7,11,4,81.9,2,1,102.08,9,2,81.69,5141.35,8,2026-03-23T08:50:30.648265+00:00
osm_4756492325,Unknown Cafe,cafe,openstreetmap,27.6766295,85.3189936,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,28.0,5.0,46.75,4078.88,8.0,1500.0,11.0,0.0,291.04,28.0,21.56,1.0,326.37,0,0,0,0.0,2.85,5.57125,8.4,7.9513,10.5348,fallback,True,11,0,291.04,28,6,21.56,1,0,326.37,28,5,46.75,4078.88,8,2026-03-23T08:50:30.648265+00:00
osm_4761809073,मिन पसल,cafe,openstreetmap,27.7079204,85.3217593,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,25.0,9.0,0.0,269.44,13.0,338.63,13.0,1.0,126.65,8.0,272.68,2.0,135.86,18,1,15698,8.6823,2.96,10.0,10.0,5.4352,9.2848,enriched,True,36,4,23.27,22,2,145.05,0,0,523.3,24,8,38.1,3633.79,8,2026-03-23T08:50:30.648265+00:00
osm_4764301222,Khyaspaal Koffee,cafe,openstreetmap,27.7346352,85.3463886,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,153.79,5424.11,8.0,1500.0,6.0,0.0,224.31,13.0,137.11,2.0,388.77,1,0,800,1.6872,2.6,5.57125,2.4,7.8763,10.5348,fallback,True,6,0,224.31,13,4,137.11,2,0,388.77,8,1,153.79,5424.11,8,2026-03-23T08:50:30.648265+00:00
osm_4764302326,प्रेगो बेकरी क्याफे,cafe,openstreetmap,27.7316427,85.344813,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,10.0,2.0,117.37,5146.18,8.0,1500.0,8.0,0.0,235.91,10.0,63.67,3.0,32.02,3,0,495,2.2913,3.25,5.57125,3.0,8.0713,10.5348,fallback,True,8,0,235.91,10,6,63.67,3,1,32.02,10,2,117.37,5146.18,8,2026-03-23T08:50:30.648265+00:00
osm_4767236880,Unknown Cafe,cafe,openstreetmap,27.712684,85.3174635,1.0,6225.0,1383.0,1.3,4788.0,4.788,0.0,0.0,0.0,0,0.0,0.0,30.0,6.0,0.0,319.2,24.0,207.38,9.0,0.0,354.55,1.0,325.7,2.0,149.55,5,0,300,2.8914,4.75,3.7,10.0,4.3958,8.7365,enriched,True,15,0,347.9,3,0,273.07,1,0,259.41,28,4,6.45,3815.73,8,2026-03-23T08:50:30.648265+00:00
