place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at
osm_11341059021,Mustang coffee,cafe,openstreetmap,27.6859348,85.3162048,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,17.0,4.0,54.39,3789.62,8.0,1500.0,8.0,0.0,222.29,14.0,7.19,0.0,880.03,0,0,0,0.0,2.2,5.57125,5.1,7.7563,10.5348,fallback,True,8,0,222.29,14,4,7.19,0,0,880.03,17,4,54.39,3789.62,8,2026-03-23T08:50:30.648265+00:00
osm_11341068130,PD Coffee Lab,cafe,openstreetmap,27.6860176,85.3156255,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,2.0,17.78,3800.31,8.0,1500.0,8.0,0.0,278.04,13.0,64.6,0.0,918.03,0,0,0,0.0,2.2,5.57125,5.7,7.7563,10.5348,fallback,True,8,0,278.04,13,4,64.6,0,0,918.03,19,2,17.78,3800.31,8,2026-03-23T08:50:30.648265+00:00
osm_11343087078,Freak Street Kaffe,cafe,openstreetmap,27.7030841,85.3076086,23.0,6092.0,1353.0,2.6,2343.0,2.343,0.0,0.0,0.0,0,0.0,0.0,23.0,14.0,0.0,159.48,10.0,408.71,21.0,3.0,77.47,3.0,222.56,0.0,500.0,19,3,5280,9.7144,1.1,10.0,10.0,4.65,8.7149,enriched,True,40,6,77.47,9,0,222.56,0,0,712.95,21,12,26.83,3925.39,8,2026-03-23T08:50:30.648265+00:00
osm_11343090905,Alley's cafe,cafe,openstreetmap,27.7034519,85.30679,23.0,6092.0,1353.0,2.6,2343.0,2.343,0.0,0.0,0.0,0,0.0,0.0,23.0,16.0,0.0,179.65,7.0,351.42,20.0,3.0,16.38,1.0,231.57,0.0,500.0,19,3,5355,9.7172,1.25,9.9,10.0,4.66,8.7149,enriched,True,39,6,4.47,8,0,231.57,0,0,719.24,21,14,5.89,3965.2,8,2026-03-23T08:50:30.648265+00:00
osm_11343098181,Yatri cafe,cafe,openstreetmap,27.7034985,85.3066659,23.0,6092.0,1353.0,2.6,2343.0,2.343,0.0,0.0,0.0,0,0.0,0.0,22.0,16.0,0.0,173.59,7.0,348.48,19.0,2.0,7.38,1.0,236.64,0.0,500.0,18,2,5080,8.9067,1.27,9.6,10.0,4.561,8.7149,enriched,True,37,4,7.38,8,0,236.64,0,0,707.88,20,14,9.03,3971.4,8,2026-03-23T08:50:30.648265+00:00
osm_11346408569,Unknown Cafe,cafe,openstreetmap,27.7281049,85.3698895,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,67.66,2.0,229.09,7.0,3.0,94.68,1.0,144.2,1.0,178.94,7,3,1452,5.2563,1.51,6.3,1.77,14.1782,10.9895,enriched,True,14,6,94.68,1,1,144.2,0,0,2060.86,1,1,135.32,6138.59,8,2026-03-23T08:50:30.648265+00:00
osm_11353483095,Keroneva Cafe,cafe,openstreetmap,27.6872966,85.3141706,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,18.0,2.0,136.36,3806.9,8.0,1500.0,3.0,0.0,219.34,5.0,225.4,0.0,1011.49,0,0,0,0.0,1.2,5.57125,5.4,7.4563,10.5348,fallback,True,3,0,219.34,5,0,225.4,0,0,1011.49,18,2,136.36,3806.9,8,2026-03-23T08:50:30.648265+00:00
osm_11353483279,Sesame bakery and coffee,cafe,openstreetmap,27.6849094,85.3125949,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,19.0,6.0,24.79,3908.46,8.0,1500.0,2.0,2.0,39.36,8.0,230.9,0.0,1029.1,0,0,0,0.0,1.3,5.57125,5.7,7.4863,10.5348,fallback,True,2,2,39.36,8,0,230.9,0,0,1029.1,19,6,24.79,3908.46,8,2026-03-23T08:50:30.648265+00:00
osm_11353487808,Cuts and coffee,cafe,openstreetmap,27.685216,85.3129742,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,20.0,5.0,50.57,3889.2,8.0,1500.0,2.0,2.0,25.03,9.0,278.36,0.0,1022.51,0,0,0,0.0,1.3,5.57125,6.0,7.4863,10.5348,fallback,True,2,2,25.03,9,0,278.36,0,0,1022.51,20,5,50.57,3889.2,8,2026-03-23T08:50:30.648265+00:00
osm_11353732141,Himalayan Java cafe,cafe,openstreetmap,27.6823415,85.3112206,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,25.0,4.0,56.13,4028.35,8.0,1500.0,4.0,0.0,353.15,6.0,85.08,0.0,1004.26,0,0,0,0.0,1.5,5.57125,7.5,7.5463,10.5348,fallback,True,4,0,353.15,6,1,85.08,0,0,1004.26,25,4,56.13,4028.35,8,2026-03-23T08:50:30.648265+00:00
osm_11359540677,Brewshala,cafe,openstreetmap,27.6776687,85.3110653,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,35.0,14.0,11.15,4215.81,8.0,1500.0,3.0,0.0,210.96,12.0,146.77,0.0,967.04,0,0,0,0.0,1.45,5.57125,10.0,7.5313,10.5348,fallback,True,3,0,210.96,12,1,146.77,0,0,967.04,35,14,11.15,4215.81,8,2026-03-23T08:50:30.648265+00:00
osm_11359724668,Bahavana coffee,cafe,openstreetmap,27.7212304,85.3210548,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,14.0,6.0,0.0,262.38,2.0,424.71,11.0,1.0,190.0,1.0,330.09,2.0,357.6,10,1,1045,5.3405,0.58,6.3,9.41,5.2644,9.3538,enriched,True,22,3,73.6,8,1,103.95,0,0,901.04,13,5,59.76,4184.12,8,2026-03-23T08:50:30.648265+00:00
osm_11359766597,Coffee Escape,cafe,openstreetmap,27.7185096,85.3176548,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,7.0,0.0,237.98,3.0,145.01,6.0,1.0,140.14,1.0,197.17,3.0,41.85,6,0,2525,3.6669,4.12,9.1,10.0,7.3064,9.3538,enriched,True,14,1,140.14,7,2,197.01,0,0,805.6,14,6,34.09,4077.27,8,2026-03-23T08:50:30.648265+00:00
osm_11361310282,Maya the coffee room,cafe,openstreetmap,27.7136145,85.3125052,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,106.0,37.0,0.0,254.49,7.0,307.17,16.0,0.0,255.5,5.0,327.51,1.0,466.67,16,0,7240,7.3775,1.71,7.1,10.0,7.1101,10.5348,enriched,True,34,0,251.98,26,3,55.65,1,0,339.45,102,34,11.36,3959.03,8,2026-03-23T08:50:30.648265+00:00
osm_11361362994,Himalayan Java Coffee,cafe,openstreetmap,27.7153016,85.3133163,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,94.0,20.0,0.0,285.0,10.0,325.21,7.0,1.0,100.21,4.0,343.08,2.0,267.96,8,1,4635,4.9383,2.88,6.3,10.0,7.1812,10.5348,enriched,True,17,2,99.52,27,4,76.62,1,0,445.95,89,19,31.18,4008.36,8,2026-03-23T08:50:30.648265+00:00
osm_11361370950,Arabica Coffee,cafe,openstreetmap,27.7154961,85.3130881,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,93.0,20.0,0.0,275.7,8.0,298.15,8.0,1.0,69.04,3.0,312.1,2.0,267.76,8,1,4635,4.9383,2.78,6.2,10.0,7.1162,10.5348,enriched,True,19,2,68.43,27,4,56.02,1,0,474.87,89,19,31.18,4023.69,8,2026-03-23T08:50:30.648265+00:00
osm_11363394046,Cafe Joshi,cafe,openstreetmap,27.7374175,85.3344683,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,12.0,6.0,0.0,269.47,10.0,293.81,10.0,0.0,296.5,8.0,63.28,3.0,392.89,5,0,730,3.0689,3.09,8.6,8.14,11.8246,10.4284,enriched,True,18,0,296.5,29,4,63.28,1,0,300.93,10,5,70.64,5380.87,8,2026-03-23T08:50:30.648265+00:00
osm_11363990194,Filli cafe,cafe,openstreetmap,27.721161,85.3201245,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,15.0,6.0,0.0,239.31,2.0,354.69,8.0,1.0,100.55,1.0,241.97,2.0,285.62,8,1,430,4.4632,1.12,6.9,10.0,5.6364,9.3538,enriched,True,17,3,100.55,9,1,80.46,0,0,840.65,14,5,35.12,4191.21,8,2026-03-23T08:50:30.648265+00:00
osm_11391709036,Kwality cafe,cafe,openstreetmap,27.726386,85.3233581,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,16.0,8.0,0.0,248.97,1.0,294.96,9.0,3.0,157.12,1.0,132.71,1.0,294.96,8,2,4155,5.3665,0.79,6.9,10.0,10.5396,10.4284,enriched,True,17,5,157.12,10,6,41.97,0,0,898.2,13,6,33.34,4494.75,8,2026-03-23T08:50:30.648265+00:00
osm_11399486869,SM BAKERY CAFE & GAMING,cafe,openstreetmap,27.680078,85.3431934,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,20.0,6.0,0.0,318.16,6.0,476.9,21.0,4.0,95.84,1.0,477.09,1.0,460.52,21,3,8559,10.511,0.27,9.0,10.0,9.8642,11.3313,enriched,True,44,7,95.84,47,6,102.82,0,0,796.36,18,5,116.8,4193.44,8,2026-03-23T08:50:30.648265+00:00
osm_11414443771,VELLA BIN CAFE,cafe,openstreetmap,27.6936013,85.2812899,14.0,47412.0,10536.0,2.1,22577.0,22.577,0.0,0.0,0.0,0,0.0,0.0,4.0,3.0,0.0,176.29,9.0,260.63,12.0,3.0,70.38,4.0,98.94,2.0,198.83,10,2,3349,6.0233,4.17,9.3,3.05,12.408,10.7667,enriched,True,24,6,68.27,12,4,98.94,2,2,40.28,8,3,104.77,5524.38,8,2026-03-23T08:50:30.648265+00:00
osm_11500492170,चिया पसल,cafe,openstreetmap,27.6778061,85.3618548,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,264.63,5128.53,8.0,1500.0,0.0,0.0,744.69,0.0,841.94,0.0,1964.55,0,0,0,0.0,0.0,5.57125,1.5,7.0963,10.5348,fallback,True,0,0,744.69,0,0,841.94,0,0,1964.55,5,0,264.63,5128.53,8,2026-03-23T08:50:30.648265+00:00
osm_1155153537,cafe,cafe,openstreetmap,27.7117998,85.2758089,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,798.16,6210.15,8.0,1500.0,0.0,0.0,622.8,0.0,937.07,0.0,1250.47,0,0,0,0.0,0.0,5.57125,0.0,7.0963,10.5348,fallback,True,0,0,622.8,0,0,937.07,0,0,1250.47,0,0,798.16,6210.15,8,2026-03-23T08:50:30.648265+00:00
osm_1164101667,IAAS Cafeteria,cafe,openstreetmap,27.6751461,85.2874319,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,598.1,5515.73,8.0,1500.0,1.0,0.0,375.33,2.0,367.81,0.0,673.03,0,0,0,0.0,0.45,5.57125,0.0,7.2313,10.5348,fallback,True,1,0,375.33,2,0,367.81,0,0,673.03,0,0,598.1,5515.73,8,2026-03-23T08:50:30.648265+00:00
osm_11766248569,Unknown Cafe,cafe,openstreetmap,27.7073033,85.3334616,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,306.08,6.0,290.34,19.0,3.0,161.84,2.0,189.44,3.0,267.54,19,4,6713,10.2124,2.76,10.0,4.32,6.2212,9.9822,enriched,True,45,7,157.81,13,3,160.96,0,0,896.41,5,1,131.48,3689.28,8,2026-03-23T08:50:30.648265+00:00
osm_11795541970,Unknown Cafe,cafe,openstreetmap,27.6759748,85.322936,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,56.0,7.0,118.29,4073.99,8.0,1500.0,12.0,1.0,145.06,27.0,121.27,1.0,410.71,0,0,0,0.0,2.85,5.57125,10.0,7.9513,10.5348,fallback,True,12,1,145.06,27,9,121.27,1,0,410.71,56,7,118.29,4073.99,8,2026-03-23T08:50:30.648265+00:00
osm_11861651269,Unknown Cafe,cafe,openstreetmap,27.68755,85.3278953,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,15.0,10.0,0.0,183.87,9.0,301.02,21.0,9.0,92.92,4.0,274.33,1.0,421.35,25,13,6762,16.3638,2.36,10.0,10.0,9.3544,10.3844,enriched,True,53,25,63.88,6,0,212.75,0,0,962.33,13,8,130.28,3654.99,8,2026-03-23T08:50:30.648265+00:00
osm_11861654770,Unknown Cafe,cafe,openstreetmap,27.6894785,85.3281466,11.0,14313.0,3180.0,1.65,8674.0,8.674,0.0,0.0,0.0,0,0.0,0.0,18.0,10.0,0.0,187.37,13.0,246.92,23.0,5.0,86.83,6.0,71.12,1.0,248.55,27,6,6401,13.9029,3.71,10.0,10.0,7.6489,9.569,enriched,True,59,12,42.33,8,2,71.12,0,0,838.21,16,8,30.99,3615.42,8,2026-03-23T08:50:30.648265+00:00
osm_11865745270,Unknown Cafe,cafe,openstreetmap,27.7328738,85.3148602,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,4.0,2.0,0.0,187.65,7.0,365.69,12.0,2.0,72.72,2.0,313.66,1.0,231.06,17,4,7565,9.5363,1.85,6.7,3.05,7.0121,10.5348,enriched,True,33,6,62.96,15,0,249.65,3,0,398.92,7,1,128.14,5132.98,8,2026-03-23T08:50:30.648265+00:00
osm_11875471969,Unknown Cafe,cafe,openstreetmap,27.6720281,85.3463191,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,13.0,3.0,0.0,323.05,6.0,425.88,11.0,3.0,87.69,2.0,404.9,2.0,438.41,13,3,4596,7.5866,0.86,6.7,8.78,9.2362,11.3313,enriched,True,27,6,87.69,10,1,11.02,1,0,372.21,11,1,61.87,4708.51,8,2026-03-23T08:50:30.648265+00:00
osm_11875473869,Unknown Cafe,cafe,openstreetmap,27.6716214,85.3458904,32.0,83390.0,18531.0,4.4,18952.0,18.952,0.0,0.0,0.0,0,0.0,0.0,13.0,3.0,0.0,343.73,6.0,411.34,10.0,3.0,50.55,1.0,435.77,2.0,416.88,12,3,4146,7.216,1.08,6.0,8.78,9.0572,11.3313,enriched,True,25,6,50.55,5,1,63.99,1,0,348.11,12,1,61.87,4718.38,8,2026-03-23T08:50:30.648265+00:00
osm_11888609973,Unknown Cafe,cafe,openstreetmap,27.7000176,85.3677454,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,787.49,5123.17,8.0,1500.0,2.0,0.0,465.91,0.0,1417.38,0.0,2649.33,1,0,0,0.35,0.3,5.57125,0.0,7.1863,10.5348,fallback,True,2,0,465.91,0,0,1417.38,0,0,2649.33,0,0,787.49,5123.17,8,2026-03-23T08:50:30.648265+00:00
osm_11892660911,Unknown Cafe,cafe,openstreetmap,27.7050046,85.3503337,9.0,34606.0,7690.0,2.1,16479.0,16.479,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,235.34,15.0,4.0,31.62,2.0,47.56,1.0,133.01,11,4,4287,7.3227,2.57,9.1,1.14,9.7236,10.4518,enriched,True,26,8,31.62,3,3,47.56,0,0,948.86,0,0,536.23,4193.51,8,2026-03-23T08:50:30.648265+00:00
osm_11932964969,Funko Food Cafe,cafe,openstreetmap,27.6683853,85.3229691,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,16.0,1.0,140.97,4557.29,8.0,1500.0,11.0,3.0,38.32,11.0,129.82,1.0,135.06,0,0,0,0.0,2.85,5.57125,4.8,7.9513,10.5348,fallback,True,11,3,38.32,11,2,129.82,1,1,135.06,16,1,140.97,4557.29,8,2026-03-23T08:50:30.648265+00:00
osm_11933315673,Coffee Break Cafe,cafe,openstreetmap,27.6667284,85.3244819,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,7.0,1.0,143.65,4677.76,8.0,1500.0,8.0,2.0,30.58,8.0,22.07,1.0,144.77,0,0,0,0.0,2.55,5.57125,2.1,7.8613,10.5348,fallback,True,8,2,30.58,8,4,22.07,1,1,144.77,7,1,143.65,4677.76,8,2026-03-23T08:50:30.648265+00:00
osm_11933327883,Siwakoti Chiya Pasal,cafe,openstreetmap,27.6654486,85.3242827,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,3.0,1.0,143.65,4777.16,8.0,1500.0,7.0,1.0,174.06,6.0,117.8,1.0,224.59,0,0,0,0.0,2.3,5.57125,0.9,7.7863,10.5348,fallback,True,7,1,174.06,6,4,117.8,1,0,224.59,3,1,143.65,4777.16,8,2026-03-23T08:50:30.648265+00:00
osm_11951494918,Imark Pvt. Ltd,cafe,openstreetmap,27.7072349,85.3294436,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,12.0,2.0,0.0,339.98,8.0,344.36,19.0,2.0,134.81,3.0,356.49,3.0,248.32,23,2,9743,10.7869,2.3,9.8,8.14,6.0131,9.9822,enriched,True,54,6,129.47,11,0,219.52,0,0,1233.56,11,1,182.72,3633.19,8,2026-03-23T08:50:30.648265+00:00
osm_12039494741,Unknown Cafe,cafe,openstreetmap,27.7425386,85.3647909,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1054.24,6849.15,8.0,1500.0,0.0,0.0,1058.91,0.0,1593.12,0.0,1865.04,0,0,0,0.0,0.0,5.57125,0.0,7.0963,10.5348,fallback,True,0,0,1058.91,0,0,1593.12,0,0,1865.04,0,0,1054.24,6849.15,8,2026-03-23T08:50:30.648265+00:00
osm_1221253228,Soul Cafe,cafe,openstreetmap,27.691806,85.344959,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,361.68,3950.41,8.0,1500.0,44.0,2.0,183.83,6.0,196.99,0.0,1148.23,23,1,5730,10.2307,2.4,5.57125,1.2,7.2332,10.9107,fallback,True,44,2,183.83,6,1,196.99,0,0,1148.23,4,0,361.68,3950.41,8,2026-03-23T08:50:30.648265+00:00
osm_1221262082,Bodhi Books & Bakes,cafe,openstreetmap,27.7162616,85.3305527,5.0,17698.0,3932.0,1.7,10410.0,10.41,0.0,0.0,0.0,0,0.0,0.0,17.0,2.0,154.47,3928.17,8.0,1500.0,24.0,2.0,133.15,25.0,56.86,0.0,1604.64,10,1,3816,5.5994,2.5,5.57125,5.1,6.3434,9.7813,fallback,True,24,2,133.15,25,2,56.86,0,0,1604.64,17,2,154.47,3928.17,8,2026-03-23T08:50:30.648265+00:00
osm_12228722108,Irani Chiya,cafe,openstreetmap,27.6724886,85.3565077,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,144.13,5104.56,8.0,1500.0,3.0,0.0,375.61,2.0,464.21,0.0,1362.64,2,0,250,1.8051,0.75,5.57125,2.4,7.3213,10.5348,fallback,True,3,0,375.61,2,0,464.21,0,0,1362.64,8,1,144.13,5104.56,8,2026-03-23T08:50:30.648265+00:00
osm_12265498748,Himalayan Java,cafe,openstreetmap,27.699109,85.3381926,10.0,32349.0,7188.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,9.0,3.0,0.0,231.14,0.0,500.0,15.0,2.0,46.05,2.0,214.62,0.0,500.0,23,3,7699,11.1898,0.0,8.8,6.23,8.2264,10.3844,enriched,True,43,8,32.02,9,1,170.42,2,0,277.59,8,2,28.68,3698.48,8,2026-03-23T08:50:30.648265+00:00
osm_12655179809,Swostika Khaja Ghar,cafe,openstreetmap,27.6717363,85.3644536,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,9.0,5.0,7.15,5552.01,8.0,1500.0,0.0,0.0,1060.3,0.0,1173.96,0.0,2148.35,0,0,0,0.0,0.0,5.57125,2.7,7.0963,10.5348,fallback,True,0,0,1060.3,0,0,1173.96,0,0,2148.35,9,5,7.15,5552.01,8,2026-03-23T08:50:30.648265+00:00
osm_12724633923,Cafe 888,cafe,openstreetmap,27.7232792,85.3601211,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,38.0,4.0,0.0,316.71,8.0,396.6,13.0,1.0,46.5,4.0,144.22,4.0,310.65,16,2,3572,8.1362,1.94,10.0,10.0,15.6022,10.9895,enriched,True,29,3,46.5,4,1,144.22,0,0,1427.87,36,3,98.08,5278.92,8,2026-03-23T08:50:30.648265+00:00
osm_12861994078,Unknown Cafe,cafe,openstreetmap,27.6767012,85.3162108,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,33.0,4.0,87.51,4124.47,8.0,1500.0,6.0,1.0,131.02,24.0,27.7,0.0,521.49,0,0,0,0.0,1.9,5.57125,9.9,7.6663,10.5348,fallback,True,6,1,131.02,24,5,27.7,0,0,521.49,33,4,87.51,4124.47,8,2026-03-23T08:50:30.648265+00:00
osm_12986924344,CHANDI BRO,cafe,openstreetmap,27.7424502,85.3297819,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,11.0,6.0,60.62,5796.45,8.0,1500.0,16.0,2.0,169.42,25.0,68.18,0.0,751.16,3,0,3700,2.6933,2.5,5.57125,3.3,7.8463,10.5348,fallback,True,16,2,169.42,25,6,68.18,0,0,751.16,11,6,60.62,5796.45,8,2026-03-23T08:50:30.648265+00:00
osm_13003480709,Coffee Beans,cafe,openstreetmap,27.7203493,85.3587164,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,26.0,2.0,0.0,344.51,3.0,371.93,10.0,0.0,243.55,4.0,305.25,2.0,168.14,9,2,4357,5.726,1.41,5.2,10.0,13.7632,10.9895,enriched,True,19,2,3.5,4,0,305.25,0,0,1190.72,23,1,82.07,5062.01,8,2026-03-23T08:50:30.648265+00:00
osm_13077621701,Unknown Cafe,cafe,openstreetmap,27.7232408,85.3309314,4.0,43311.0,9624.0,1.6,27069.0,27.069,0.0,0.0,0.0,0,0.0,0.0,16.0,6.0,0.0,276.36,10.0,229.26,15.0,3.0,127.1,2.0,60.89,2.0,104.06,12,2,2055,6.6257,5.24,9.4,10.0,14.3362,10.6762,enriched,True,28,6,127.1,9,2,60.89,0,0,1466.66,15,5,46.41,4294.17,8,2026-03-23T08:50:30.648265+00:00
osm_13081786301,Unknown Cafe,cafe,openstreetmap,27.7369384,85.326424,3.0,33805.0,7512.0,1.5,22536.0,22.536,0.0,0.0,0.0,0,0.0,0.0,5.0,4.0,0.0,158.55,3.0,318.83,4.0,0.0,215.37,8.0,56.57,0.0,500.0,8,1,6180,4.9958,0.65,5.9,3.68,10.1476,10.4284,enriched,True,24,3,99.44,30,4,47.38,0,0,1035.47,10,3,157.13,5302.67,8,2026-03-23T08:50:30.648265+00:00
osm_13094277803,Unknown Cafe,cafe,openstreetmap,27.7209449,85.3479979,7.0,42908.0,9535.0,1.9,22583.0,22.583,0.0,0.0,0.0,0,0.0,0.0,17.0,1.0,0.0,310.79,54.0,353.97,16.0,4.0,98.2,7.0,316.71,5.0,188.4,20,5,6744,11.0133,3.23,10.0,10.0,12.373,10.6668,enriched,True,40,9,98.2,42,2,127.99,2,0,238.05,16,0,201.79,4590.95,8,2026-03-23T08:50:30.648265+00:00
osm_13261607701,Unknown Cafe,cafe,openstreetmap,27.7116394,85.3261359,1.0,6225.0,1383.0,1.3,4788.0,4.788,0.0,0.0,0.0,0,0.0,0.0,14.0,1.0,0.0,315.79,23.0,345.5,6.0,1.0,94.11,3.0,257.06,1.0,184.61,10,2,4126,6.0651,2.7,6.8,9.41,4.8658,8.7365,enriched,True,21,4,28.45,13,0,205.87,0,0,1084.67,13,0,205.05,3724.79,8,2026-03-23T08:50:30.648265+00:00
osm_13347144911,De' Alpha Cafe,cafe,openstreetmap,27.7269047,85.3696624,6.0,59247.0,13166.0,1.8,32915.0,32.915,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,67.66,2.0,256.55,9.0,1.0,112.68,1.0,273.75,1.0,110.63,9,1,4858,5.2977,1.62,6.9,1.77,14.4212,10.9895,enriched,True,18,2,112.68,1,0,273.75,0,0,2075.6,1,1,135.32,6055.45,8,2026-03-23T08:50:30.648265+00:00
osm_13350370101,Ek Cup Chiya,cafe,openstreetmap,27.7230937,85.3199703,2.0,11542.0,2564.0,1.4,8244.0,8.244,0.0,0.0,0.0,0,0.0,0.0,12.0,2.0,0.0,325.64,1.0,463.07,5.0,0.0,265.84,1.0,375.2,1.0,463.07,4,0,705,2.7119,0.14,2.2,8.14,3.6974,9.3538,enriched,True,10,0,265.84,9,2,128.95,0,0,688.3,11,1,180.41,4314.13,8,2026-03-23T08:50:30.648265+00:00
osm_13368597386,The coffee crafter cafe and academy,cafe,openstreetmap,27.6756497,85.3261245,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,41.0,12.0,38.36,4090.04,8.0,1500.0,6.0,4.0,132.92,20.0,143.11,0.0,655.08,0,0,0,0.0,1.9,5.57125,10.0,7.6663,10.5348,fallback,True,6,4,132.92,20,2,143.11,0,0,655.08,41,12,38.36,4090.04,8,2026-03-23T08:50:30.648265+00:00
osm_13368605218,Drip Inn,cafe,openstreetmap,27.6753239,85.3263156,,37599.0,8355.0,2.2,14704.0,14.704,0.0,0.0,0.0,0,0.0,0.0,41.0,13.0,40.82,4108.11,8.0,1500.0,7.0,4.0,154.02,20.0,182.07,0.0,691.86,0,0,0,0.0,2.05,5.57125,10.0,7.7113,10.5348,fallback,True,7,4,154.02,20,3,182.07,0,0,691.86,41,13,40.82,4108.11,8,2026-03-23T08:50:30.648265+00:00
osm_1349658493,Annapurna,cafe,openstreetmap,27.7153399,85.3116362,26.0,37599.0,8355.0,3.2,11749.0,11.749,0.0,0.0,0.0,0,0.0,0.0,97.0,43.0,0.0,225.05,12.0,400.98,15.0,1.0,111.52,5.0,264.96,5.0,393.25,15,1,6445,7.4542,1.6,10.0,10.0,8.0922,10.5348,enriched,True,34,2,107.78,29,7,33.79,0,0,537.0,93,41,33.98,4060.3,8,2026-03-23T08:50:30.648265+00:00
